Id Label Weight
禰衡 禰衡 2
汝主 汝主 1
張飛 張飛 1
宗兄 宗兄 3
何書耶 何書耶 1
修亦 修亦 1
傲賢 傲賢 1
張別駕 張別駕 2
戈矛 戈矛 1
廖化 廖化 1
蒙丞相 蒙丞相 1
仁義遠 仁義遠 1
仁愛士 仁愛士 1
馬逢伯 馬逢伯 1
玄德引 玄德引 1
於吾耶 於吾耶 1
匡正 匡正 1
何官 何官 1
關公 關公 1
莫若 莫若 1
張翼 張翼 1
孟達 孟達 5
達字子 達字子 1
汝川 汝川 2
仁義治 仁義治 1
松笑 松笑 2
曹躁興 曹躁興 1
松亦思 松亦思 1
玄德前 玄德前 1
趙雲 趙雲 8
盛德 盛德 2
聞君 聞君 1
蓋聞 蓋聞 1
戰必勝 戰必勝 1
若攻 若攻 1
周郎 周郎 1
關平 關平 1
玄德便 玄德便 1
白神清 白神清 1
玄德曰 玄德曰 12
連劍閣 連劍閣 1
言語 言語 2
楚懷王 楚懷王 1
恩信 恩信 1
若容 若容 1
殷勤 殷勤 1
張魯 張魯 13
劉相見 劉相見 1
松謝 松謝 1
法正 法正 17
卜有君 卜有君 1
恨雲山 恨雲山 1
伏於階 伏於階 1
松全 松全 1
孫權 孫權 4
利於行 利於行 1
張松 張松 28
汝可先 汝可先 1
同宗 同宗 8
松知修 松知修 1
龐統 龐統 10
鳳雛 鳳雛 1
安跡之 安跡之 1
強顏 強顏 1
仁愛客 仁愛客 1
玄德自 玄德自 1
廖化引 廖化引 1
伏波 伏波 1
孔明便 孔明便 1
汝何 汝何 3
永為唇 永為唇 1
秋毫 秋毫 1
金石之言 金石之言 1
恩澤布 恩澤布 1
博聞強 博聞強 1
任賢 任賢 1
松自思 松自思 3
曹丞相 曹丞相 2
太尉 太尉 1
于玄德 于玄德 1
謝曰 謝曰 4
沃野千里 沃野千里 1
張任 張任 2
明白 明白 1
馬引僕 馬引僕 1
能克剛 能克剛 1
公之言 公之言 1
安可舍 安可舍 1
法真 法真 1
公居邊 公居邊 1
關某 關某 1
高明 高明 1
玄德之 玄德之 1
楊彪 楊彪 1
雲敬進 雲敬進 1
馬騰 馬騰 1
真仁義 真仁義 1
松辭 松辭 1
弗敢辭 弗敢辭 1
黃權 黃權 5
呂布 呂布 2
金珠錦 金珠錦 1
馬超 馬超 2
安可同 安可同 1
仲景之 仲景之 1
何疑焉 何疑焉 1
明公先 明公先 1
於西 於西 1
能之士 能之士 1
玄德乃 玄德乃 1
松以言 松以言 1
關羽 關羽 5
張繡 張繡 1
玄德令 玄德令 1
明公乃 明公乃 1
仁慈 仁慈 1
延日久 延日久 1
孔明答 孔明答 1
松亦 松亦 1
諸葛亮 諸葛亮 5
西川之 西川之 2
袁皆 袁皆 1
黃忠 黃忠 3
法孝直 法孝直 1
孫子 孫子 1
松乃 松乃 1
明公 明公 1
西有 西有 1
文武官 文武官 1
何德 何德 1
松歸館 松歸館 1
施禮 施禮 1
文武全才 文武全才 1
劉璋 劉璋 28
汝知之 汝知之 1
仁義 仁義 1
智勇足 智勇足 1
玄德入 玄德入 2
明公耶 明公耶 1
武之道 武之道 1
孔明曰 孔明曰 1
單眉 單眉 1
孔明命 孔明命 1
公之意 公之意 2
松亦素 松亦素 1
黃公衡 黃公衡 2
何良策 何良策 1
鄧賢 鄧賢 1
明公遠 明公遠 1
劉備 劉備 43
華容逢 華容逢 1
張別 張別 1
立於廟 立於廟 1
孟之道 孟之道 1
容某再 容某再 1
言撫慰 言撫慰 1
母之仇 母之仇 1
松於袖 松於袖 1
修大驚 修大驚 1
松見正 松見正 1
平之隱 平之隱 1
孟德新 孟德新 3
劉封 劉封 1
汝可 汝可 1
楊修 楊修 6
許劉 許劉 1
利於病 利於病 1
曹躁必 曹躁必 1
殷國富 殷國富 1
李恢 李恢 1
馬答禮 馬答禮 1
王累 王累 6
魏延 魏延 3
於世 於世 1
聞言 聞言 1
常懷 常懷 1
曹躁 曹躁 6
布於 布於 1
方得通 方得通 1
