Id Label Weight
汝主 汝主 1
班師 班師 1
諸葛亮 諸葛亮 6
權覽 權覽 1
朱然引 朱然引 1
山后 山后 1
英俊 英俊 1
陸遜 陸遜 21
黃權 黃權 3
韓當 韓當 3
何益焉 何益焉 1
丹奪路 丹奪路 1
望西遙 望西遙 1
黃承彥 黃承彥 2
伏兵 伏兵 2
曹休 曹休 2
從彝陵 從彝陵 1
韓將軍 韓將軍 1
趙雲 趙雲 4
江東 江東 1
孫桓 孫桓 2
丁奉 丁奉 6
孔明真 孔明真 1
杜路 杜路 1
公曾 公曾 1
施謀 施謀 1
程畿 程畿 2
吳兵遠 吳兵遠 1
魏寇 魏寇 1
吳狗 吳狗 1
沙摩柯 沙摩柯 2
周泰 周泰 4
吳境 吳境 1
雲正 雲正 1
若勝 若勝 1
言蜀兵 言蜀兵 2
徐盛 徐盛 7
徐徐 徐徐 1
諸營 諸營 1
諸葛 諸葛 1
老夫 老夫 4
淳于丹 淳于丹 2
諸葛之 諸葛之 1
千秋 千秋 1
劉寧 劉寧 1
關興 關興 6
周泰引 周泰引 1
劉備 劉備 8
吳兵 吳兵 16
傅彤 傅彤 11
馮習 馮習 6
餘屯 餘屯 2
孔明自 孔明自 1
孫權 孫權 1
於沙灘 於沙灘 1
漢將軍 漢將軍 1
吳班 吳班 5
諸軍 諸軍 1
孔明曰 孔明曰 4
朱然 朱然 4
望之 望之 1
白帝城 白帝城 8
曹真 曹真 2
孔明之 孔明之 1
石陣 石陣 1
何兆 何兆 1
成大功 成大功 1
諸公 諸公 2
今汝力 今汝力 1
岳父 岳父 1
馮二 馮二 1
塞道 塞道 1
孫夫人 孫夫人 1
張南 張南 3
立馬於 立馬於 1
魏主聞 魏主聞 1
張苞 張苞 7
聞吳 聞吳 1
解衣卸甲 解衣卸甲 1
雲奮勇 雲奮勇 1
魏主 魏主 3
趙融 趙融 1
諸將士 諸將士 1
曹仁 曹仁 2
魏主曹 魏主曹 1
太甚 太甚 1
山望東 山望東 1
魏兵 魏兵 3
林木 林木 1
馬良 馬良 3
淳於丹 淳於丹 3
吳軍 吳軍 3
吳狗乎 吳狗乎 1
