Id Label Weight
魏必命 魏必命 1
子樂 子樂 1
武烈皇帝 武烈皇帝 1
張休 張休 1
諸葛亮 諸葛亮 27
樂進 樂進 1
諸葛 諸葛 3
陸遜 陸遜 6
郭淮 郭淮 4
孫登 孫登 1
魏兵必 魏兵必 2
師伐魏 師伐魏 1
若知兵 若知兵 1
陳倉 陳倉 11
吳懿 吳懿 2
吳王 吳王 2
孫堅 孫堅 1
陳震 陳震 2
帝以保 帝以保 1
魏兵之 魏兵之 1
司馬懿 司馬懿 13
郝昭守 郝昭守 1
孫策 孫策 1
魏之策 魏之策 1
陳倉城 陳倉城 2
黃武 黃武 1
左輔 左輔 1
曹真寨 曹真寨 1
王平 王平 1
孔明笑 孔明笑 1
初登寶 初登寶 1
孔明尚 孔明尚 1
馬盡勒 馬盡勒 1
於小 於小 1
權召 權召 1
老之禮 老之禮 1
魏兵銳 魏兵銳 1
司馬 司馬 1
諸葛瑾 諸葛瑾 4
母吳氏 母吳氏 1
張昭 張昭 7
雙大驅 雙大驅 1
魏寨 魏寨 2
關興 關興 4
寶貝 寶貝 1
魏主 魏主 1
楊儀 楊儀 1
金珠 金珠 1
南拒東 南拒東 1
今吾軍 今吾軍 1
張虎 張虎 3
孔明只 孔明只 1
魏軍 魏軍 2
郭淮引 郭淮引 1
太常卿 太常卿 2
孫權 孫權 5
孫禮 孫禮 14
諸葛恪 諸葛恪 1
關之人 關之人 2
吳班 吳班 2
吳王興 吳王興 1
孔明曰 孔明曰 5
馬岱 馬岱 3
樂二 樂二 1
馬守 馬守 1
武侯 武侯 1
魏兵屯 魏兵屯 1
郝昭病 郝昭病 5
愛之 愛之 1
權登壇 權登壇 1
今臨陣 今臨陣 1
魏延 魏延 13
黃龍 黃龍 1
曹真 曹真 12
韓暨 韓暨 3
汝能強 汝能強 1
吳作賀 吳作賀 2
孔明分 孔明分 1
孔明先 孔明先 1
耿若長星 耿若長星 1
張嶷 張嶷 2
張體 張體 1
諸路軍 諸路軍 1
馬忠 馬忠 2
孫龐 孫龐 1
陳式 陳式 1
封懿 封懿 1
王雙 王雙 13
祁山之 祁山之 1
張苞 張苞 4
馬拔劍 馬拔劍 1
曹真兵 曹真兵 1
汝二人 汝二人 6
魏將張 魏將張 1
望漢 望漢 1
張遼 張遼 1
滿寵 滿寵 1
太尉 太尉 1
伏兵 伏兵 1
郝昭 郝昭 6
汝引 汝引 1
安民 安民 1
武烈 武烈 1
若吾軍 若吾軍 1
何謂 何謂 1
蔣琬 蔣琬 1
魏主曹 魏主曹 1
沙桓王 沙桓王 1
顧雍 顧雍 1
魏兵 魏兵 13
西蜀會 西蜀會 1
聞知 聞知 1
王平引 王平引 1
左將軍 左將軍 1
孔明密 孔明密 1
言中 言中 1
西蜀為 西蜀為 1
言孔明 言孔明 1
