Id Label Weight
德驍勇 德驍勇 1
張飛 張飛 10
玄便 玄便 1
曹軍 曹軍 1
樂進 樂進 5
養馬 養馬 1
陸遜 陸遜 1
魏延乃 魏延乃 1
玄自來 玄自來 1
玄曰 玄曰 2
曹兵 曹兵 3
若朗星 若朗星 1
沙郡 沙郡 1
聞慈 聞慈 1
勞三軍 勞三軍 1
印綬 印綬 1
饒汝 饒汝 1
玄德乃 玄德乃 2
聞之 聞之 1
關羽 關羽 39
李典 李典 5
劉磐 劉磐 2
巴陵郡 巴陵郡 1
顯耶 顯耶 1
黃漢升 黃漢升 2
張翼 張翼 1
吳兵遠 吳兵遠 1
立於陣 立於陣 2
柴桑 柴桑 1
趙雲 趙雲 3
弓虛 弓虛 1
於城 於城 1
諸葛亮 諸葛亮 11
玄大怒 玄大怒 1
權撫掌 權撫掌 1
程普保 程普保 1
望本陣 望本陣 1
黃忠 黃忠 32
雪彰 雪彰 1
玄德曰 玄德曰 5
諸葛瑾 諸葛瑾 1
萬大軍 萬大軍 1
周瑜 周瑜 1
戈定 戈定 5
立於城 立於城 1
劉表 劉表 3
餘軍 餘軍 1
吳兵 吳兵 3
鞏志 鞏志 6
魯肅 魯肅 2
玄德大 玄德大 3
天曉 天曉 1
孔明曰 孔明曰 6
金旋 金旋 8
賈華 賈華 2
孫權 孫權 15
尋思 尋思 1
玄驚 玄驚 1
望見塵 望見塵 1
迎之 迎之 1
汝聞 汝聞 1
張昭 張昭 2
于南徐 于南徐 1
權乃 權乃 1
徐潤州 徐潤州 1
玄德自 玄德自 1
魏延 魏延 7
玄怪 玄怪 1
張遼 張遼 16
張弓 張弓 1
程普 程普 3
太史慈 太史慈 15
王霸之 王霸之 1
劉備 劉備 11
汝箭 汝箭 1
巨雷 巨雷 1
二處分 二處分 1
神勇 神勇 1
馬施禮 馬施禮 1
聞長沙 聞長沙 1
解甲 解甲 1
程普引 程普引 1
玄德取 玄德取 1
神亭 神亭 1
望軍師 望軍師 1
漢升 漢升 2
關某 關某 2
寶刀燦 寶刀燦 1
於鋒鏑 於鋒鏑 1
太甚 太甚 1
楊齡 楊齡 5
韓玄 韓玄 15
東萊 東萊 1
弓馬震 弓馬震 1
仁義布 仁義布 1
玄以 玄以 1
宋謙 宋謙 8
弓弦 弓弦 1
安民 安民 1
劉琦 劉琦 2
安撫 安撫 1
劉矣 劉矣 1
曹陣 曹陣 1
關將軍 關將軍 1
董襲 董襲 1
