Id Label Weight
鄧艾 鄧艾 17
謝恩 謝恩 1
魏將勁 魏將勁 1
于詮 于詮 1
何自畏 何自畏 1
於雍 於雍 1
諸葛 諸葛 2
司馬 司馬 2
魏兵屯 魏兵屯 1
文武 文武 1
于段 于段 1
艾遂 艾遂 1
印綬 印綬 1
董亭望 董亭望 1
艾年 艾年 1
于祁山 于祁山 1
汝乃賈 汝乃賈 1
馬大 馬大 1
孔明教 孔明教 1
王基 王基 3
艾笑 艾笑 1
止吾師 止吾師 1
陳騫 陳騫 1
呂據 呂據 1
鄧士載 鄧士載 1
唐諮 唐諮 2
大恩 大恩 1
諸葛誕 諸葛誕 9
州泰 州泰 1
勞逸 勞逸 1
艾憑 艾憑 1
陳兵 陳兵 1
孫亮 孫亮 1
魏兵方 魏兵方 1
朱異 朱異 4
艾令 艾令 1
樂進 樂進 1
諸賢 諸賢 1
姜維 姜維 5
申奏魏 申奏魏 1
汝父 汝父 1
太后 太后 4
張吾旗 張吾旗 1
伏望 伏望 1
封其子 封其子 1
曹髦 曹髦 1
諸葛靚 諸葛靚 3
吳主 吳主 1
武祖 武祖 1
文虎 文虎 1
樊建 樊建 1
維自領 維自領 1
吳兵 吳兵 1
魏軍 魏軍 1
石苞 石苞 1
陳將軍 陳將軍 1
孫綝 孫綝 1
魏國 魏國 2
文鴦 文鴦 1
吳兵銳 吳兵銳 1
文欽 文欽 2
魏者 魏者 1
武侯 武侯 5
明帝 明帝 1
董亭 董亭 4
鮑素 鮑素 2
司馬昭 司馬昭 10
魏兵 魏兵 8
左軍 左軍 1
張嶷 張嶷 2
言正合 言正合 1
壽春 壽春 2
夏侯霸 夏侯霸 4
封艾 封艾 1
齊鳴 齊鳴 2
魏統 魏統 1
若蜀兵 若蜀兵 1
維厲聲 維厲聲 1
高平 高平 1
狄道 狄道 1
伏兵 伏兵 1
陳泰 陳泰 10
加艾 加艾 1
賈逵 賈逵 1
吳綱 吳綱 3
全懌 全懌 1
王經 王經 1
魏主曹 魏主曹 2
賈充 賈充 4
夏侯霸引 夏侯霸引 1
維大驚 維大驚 1
有一 有一 1
全端 全端 1
徐圖 徐圖 1
常懷 常懷 1
鄧忠 鄧忠 3
孫峻 孫峻 1
魏祿 魏祿 1
滕胤 滕胤 1
狄道城 狄道城 1
