Id Label Weight
母及弟 母及弟 1
武勇 武勇 1
趙韙 趙韙 1
曹洪引 曹洪引 1
師君 師君 1
文武 文武 1
許諸力 許諸力 1
莫如 莫如 1
呂布 呂布 2
褚為虎 褚為虎 1
馮翊 馮翊 2
朱靈 朱靈 2
許諸 許諸 1
曹兵 曹兵 3
馬超 馬超 44
曹躁聞 曹躁聞 1
汝諸軍 汝諸軍 1
韓將軍 韓將軍 2
益州牧 益州牧 2
了漢 了漢 1
士卒 士卒 1
王之 王之 1
曹操 曹操 2
楊秋 楊秋 12
夢梅 夢梅 1
諸郡 諸郡 1
曹仁引 曹仁引 1
妙齡 妙齡 1
曹躁必 曹躁必 1
夏侯淵 夏侯淵 7
延日久 延日久 1
曹躁錯 曹躁錯 1
歸寨 歸寨 1
褚奮威 褚奮威 1
龐德 龐德 8
西結營 西結營 1
曹躁立 曹躁立 1
馬騰 馬騰 2
許褚 許褚 11
張陵 張陵 1
寶劍 寶劍 1
徐徐 徐徐 1
荀攸 荀攸 1
立於陣 立於陣 1
張魯 張魯 8
曹躁陣 曹躁陣 1
諸君 諸君 1
時籠羲 時籠羲 1
章帝元 章帝元 1
劉璋 劉璋 4
曹公 曹公 1
韋康 韋康 1
塗抹 塗抹 1
劉焉 劉焉 1
李堪 李堪 6
西涼兵 西涼兵 1
韓遂 韓遂 34
高陵 高陵 1
龐羲 龐羲 1
馬挺 馬挺 1
諸軍 諸軍 2
馬岱 馬岱 8
梁興 梁興 2
張既 張既 1
賴汝眾 賴汝眾 1
上一彪 上一彪 1
何良策 何良策 1
左有 左有 1
王未遲 王未遲 1
馬玩 馬玩 2
馬兒 馬兒 2
公知吾 公知吾 1
徐晃 徐晃 5
張衛 張衛 1
聞汝軍 聞汝軍 1
魯在漢 魯在漢 1
望丞相 望丞相 1
漢魯恭 漢魯恭 1
陰雲布 陰雲布 1
曹洪 曹洪 2
封侯之 封侯之 1
汝若 汝若 1
西涼侯 西涼侯 2
閻圃 閻圃 1
于禁 于禁 1
楊阜 楊阜 3
陳首 陳首 1
曹公耶 曹公耶 1
若吾初 若吾初 1
齊備 齊備 1
蕭何 蕭何 1
子伯 子伯 4
居於靜 居於靜 1
康乃虎侯 康乃虎侯 1
西涼 西涼 4
馬軍 馬軍 1
張衡 張衡 2
英勇 英勇 1
封列侯 封列侯 1
聞之 聞之 1
侯選 侯選 3
左翼 左翼 1
曹躁 曹躁 4
於山 於山 1
賈詡 賈詡 5
