Source Target Weight
鄧艾 司馬望 15
鄧艾 廖化 6
鄧艾 黃皓 47
鄧艾 武侯 15
鄧艾 閻宇 15
鄧艾 傅僉 8
鄧艾 維自引 6
鄧艾 劉琰 15
鄧艾 侯河 9
鄧艾 張翼 24
鄧艾 師纂 11
鄧艾 姜維 32
鄧艾 夏侯霸 12
鄧艾 魏兵 10
鄧艾 鄧忠 6
艾疑 黃皓 9
靈帝 黃皓 9
立功 黃皓 9
司馬昭 邵悌 6
司馬望 鄧艾 15
司馬望 張翼 6
司馬望 夏侯霸 12
胡氏 黃皓 9
蔣斌 黃皓 9
蔣舒 黃皓 9
維遂 黃皓 9
廖化 鄧艾 6
幸教 黃皓 9
黃皓 蔣斌 9
黃皓 艾疑 9
黃皓 靈帝 9
黃皓 立功 9
黃皓 遠則 9
黃皓 胡氏 9
黃皓 鄧艾 47
黃皓 山后 9
黃皓 維遂 9
黃皓 蔣舒 9
黃皓 金玉之言 9
黃皓 武侯 27
黃皓 漢壽城 9
黃皓 閻宇 27
黃皓 傅僉 9
黃皓 于祁山 9
黃皓 幸教 9
黃皓 張翼 27
黃皓 宣維班 9
黃皓 胡濟 9
黃皓 劉琰 27
黃皓 維至亭 9
黃皓 代之 9
黃皓 師纂 9
黃皓 謝曰 9
黃皓 維大怒 9
黃皓 諸郡 9
黃皓 徐徐 9
黃皓 姜維 29
黃皓 魏兵 18
黃皓 董允 9
黃皓 徐圖 9
黃皓 王含守 9
黃皓 張讓 9
武侯 鄧艾 15
武侯 劉琰 9
武侯 黃皓 27
武侯 閻宇 9
武侯 姜維 9
武侯 魏兵 6
武侯 張翼 9
漢壽城 黃皓 9
閻宇 鄧艾 15
閻宇 劉琰 9
閻宇 黃皓 27
閻宇 武侯 9
閻宇 姜維 9
閻宇 魏兵 6
閻宇 張翼 9
張讓 黃皓 9
于祁山 黃皓 9
維自引 鄧艾 6
傅僉 鄧艾 8
傅僉 黃皓 9
金玉之言 黃皓 9
劉琰 鄧艾 15
劉琰 黃皓 27
劉琰 武侯 9
劉琰 閻宇 9
劉琰 姜維 9
劉琰 魏兵 6
劉琰 張翼 9
代之 黃皓 9
侯河 鄧艾 9
宣維班 黃皓 9
胡濟 黃皓 9
維至亭 黃皓 9
張翼 鄧艾 24
張翼 劉琰 9
張翼 司馬望 6
張翼 閻宇 9
張翼 黃皓 27
張翼 武侯 9
張翼 姜維 12
張翼 夏侯霸 8
張翼 魏兵 6
徐圖 黃皓 9
遠則 黃皓 9
山后 黃皓 9
師纂 鄧艾 11
師纂 黃皓 9
謝曰 黃皓 9
維大怒 黃皓 9
諸郡 黃皓 9
徐徐 黃皓 9
姜維 鄧艾 32
姜維 黃皓 29
姜維 武侯 9
姜維 閻宇 9
姜維 劉琰 9
姜維 張翼 12
姜維 魏兵 6
夏侯霸 鄧艾 12
夏侯霸 張翼 8
夏侯霸 司馬望 12
邵悌 司馬昭 6
魏兵 鄧艾 10
魏兵 劉琰 6
魏兵 黃皓 18
魏兵 武侯 6
魏兵 閻宇 6
魏兵 姜維 6
魏兵 張翼 6
董允 黃皓 9
鄧忠 鄧艾 6
王含守 黃皓 9
