Id Label Weight
都尉 都尉 1
謝恩 謝恩 1
張飛 張飛 21
劉艾 劉艾 1
于禁 于禁 1
郭二 郭二 1
宜城亭 宜城亭 1
任峻 任峻 1
帝慰諭 帝慰諭 1
樂進 樂進 2
諸侯 諸侯 1
高順 高順 1
曹孟德 曹孟德 2
曹躁引 曹躁引 1
呂布 呂布 27
布從之 布從之 1
金鼓喧 金鼓喧 1
劉曄 劉曄 1
荀正 荀正 4
董承 董承 2
尚書令 尚書令 1
郭嘉 郭嘉 1
曹躁撫 曹躁撫 1
洪奏 洪奏 1
曹兵 曹兵 1
探之 探之 1
明公何 明公何 1
漢以火 漢以火 1
袁紹 袁紹 1
董昭 董昭 3
袁術 袁術 6
楊辭帝 楊辭帝 1
文公納 文公納 1
魯陽 魯陽 2
玄德分 玄德分 1
蓋小宮 蓋小宮 1
士卒 士卒 2
李典 李典 2
明公興 明公興 1
宣諭慰 宣諭慰 1
龍輔 龍輔 1
聞名久 聞名久 1
明公乃 明公乃 1
列侯 列侯 1
夏侯淵 夏侯淵 1
糜竺 糜竺 2
封疆 封疆 1
言玄德 言玄德 1
李樂 李樂 3
小沛原 小沛原 1
曹將軍 曹將軍 5
陳元 陳元 3
許褚 許褚 7
孫乾 孫乾 1
寶劍 寶劍 1
高祖 高祖 1
荀攸 荀攸 1
玄德曰 玄德曰 10
司馬 司馬 1
明公 明公 1
郭汜 郭汜 4
侯領 侯領 1
張楊 張楊 3
聞李 聞李 1
立宗廟 立宗廟 1
郭汜知 郭汜知 1
小沛離 小沛離 1
聞公 聞公 1
夏侯 夏侯 8
陳宮 陳宮 2
劉備 劉備 30
郭之兵 郭之兵 1
范成 范成 1
伏軍 伏軍 1
楊彪 楊彪 1
王命 王命 1
晉魏 晉魏 1
公之勇 公之勇 2
封官 封官 1
玄德兵 玄德兵 1
曹洪分 曹洪分 1
白波帥 白波帥 1
公忠 公忠 1
聞帝 聞帝 1
關公 關公 5
周襄王 周襄王 1
帝賜 帝賜 1
沈吟 沈吟 1
楚雅 楚雅 1
樊噲 樊噲 1
諸侯服 諸侯服 1
公尊顏 公尊顏 1
滿寵 滿寵 5
子蒙塵 子蒙塵 1
宗正 宗正 1
韓暹 韓暹 7
安撫 安撫 1
安營 安營 1
秦鹿 秦鹿 1
紀靈 紀靈 8
於洛陽 於洛陽 1
賈詡 賈詡 2
張曰 張曰 1
徐晃 徐晃 12
官封正 官封正 1
劉寔 劉寔 1
李暹 李暹 2
於殿 於殿 1
于帝 于帝 1
敬愛 敬愛 1
褚亦 褚亦 1
楊奉 楊奉 14
韓之徒 韓之徒 1
曹洪 曹洪 2
公大怒 公大怒 1
呂虔 呂虔 1
程昱 程昱 1
徐郡 徐郡 1
布大驚 布大驚 1
飛大怒 飛大怒 1
武平侯 武平侯 1
玄德教 玄德教 1
典韋 典韋 3
公乃明 公乃明 1
太尉 太尉 1
飛醉 飛醉 1
曹仁 曹仁 3
探馬來 探馬來 1
玄德公 玄德公 1
飛見豹 飛見豹 1
立於陣 立於陣 1
曹豹 曹豹 11
陳登 陳登 1
齊明 齊明 1
馬軍 馬軍 1
高陵 高陵 1
於小沛 於小沛 1
聞之 聞之 1
帝大驚 帝大驚 1
侍中 侍中 2
聞言 聞言 1
曹躁 曹躁 5
李別 李別 2
王立 王立 2
汝乃 汝乃 2
尚書郎 尚書郎 1
關公頓 關公頓 1
曹躁之 曹躁之 1
