Source Target Weight
扶髦 太后 9
徐質 郭淮 7
徐質 廖化 13
徐質 山后 8
徐質 司馬昭 20
徐質 司馬師 7
徐質 魏兵 15
徐質 張翼 11
徐質 夏侯霸 6
汝三人 司馬師 10
汝三人 伊尹 6
汝三人 周公 6
俄何燒戈 魏寨 12
俄何燒戈 郭淮 28
俄何燒戈 迷當 17
俄何燒戈 陳泰 24
文武 太后 27
文武 彭城王 6
文武 師遂 6
文武 公曹髦 6
文武 司馬師 15
郭淮 徐質 7
郭淮 陳泰 42
郭淮 俄何燒戈 28
郭淮 魏寨 21
郭淮 迷當 34
郭淮 泰降兵 7
郭淮 姜維 9
郭淮 解甲 7
郭淮 司馬昭 13
郭淮 魏兵 13
廖化 徐質 13
師遂 太后 18
師遂 文武 6
師遂 司馬師 10
迷當 俄何燒戈 17
迷當 郭淮 34
迷當 陳泰 24
迷當 弓弦 6
迷當 姜維 8
迷當 司馬昭 10
迷當 魏寨 12
迷當 司馬師 6
迷當 魏兵 13
迷當 夏侯霸 8
泰降兵 陳泰 6
泰降兵 郭淮 7
解甲 陳泰 6
解甲 郭淮 7
王霖 太后 9
張翼 徐質 11
張緝 夏侯玄 8
張緝 李豐 7
張緝 司馬師 11
王肅 太后 9
夏侯玄 張緝 8
夏侯玄 李豐 6
夏侯玄 司馬師 14
夏侯玄 伊尹 6
夏侯玄 周公 6
黃鉞 太后 9
山后 徐質 8
汝荒瀅 太后 9
明仁孝 太后 9
德施仁 太后 9
陳泰 泰降兵 6
陳泰 魏寨 18
陳泰 俄何燒戈 24
陳泰 姜維 6
陳泰 解甲 6
陳泰 郭淮 42
陳泰 迷當 24
陳泰 司馬昭 6
陳泰 魏兵 6
龍鳳 司馬師 7
姜維 郭淮 9
姜維 迷當 8
姜維 陳泰 6
嘉平 太后 9
太后 溫恭克 9
太后 官入永 9
太后 立新君 9
太后 黃鉞 9
太后 宗叔 9
太后 彭城王 18
太后 伊尹 9
太后 文武 27
太后 封賜 9
太后 師遂 18
太后 扶髦 9
太后 王之爵 9
太后 太尉 9
太后 汝荒瀅 9
太后 明仁孝 9
太后 應天順 9
太后 帝王之相 9
太后 公曹髦 18
太后 王霖 9
太后 昌邑 9
太后 納下璽 9
太后 曹據 9
太后 司馬師 45
太后 王肅 9
太后 司馬孚 9
太后 嘉平 9
太后 曹髦 9
太后 霍光 9
太后 德施仁 9
太后 霍之 9
魏寨 陳泰 18
魏寨 俄何燒戈 12
魏寨 郭淮 21
魏寨 迷當 12
周公 師大怒 6
周公 司馬師 15
周公 汝三人 6
周公 伊尹 9
周公 夏侯玄 6
曹據 太后 9
立新君 太后 9
伊尹 汝三人 6
伊尹 夏侯玄 6
伊尹 師大怒 6
伊尹 太后 9
伊尹 司馬師 20
伊尹 周公 9
應天順 太后 9
師大怒 司馬師 10
師大怒 伊尹 6
師大怒 周公 6
霍之 太后 9
司馬昭 徐質 20
司馬昭 郭淮 13
司馬昭 迷當 10
司馬昭 陳泰 6
司馬昭 司馬師 6
司馬昭 魏兵 12
司馬昭 夏侯霸 6
納下璽 太后 9
帝王之相 太后 9
曹髦 太后 9
霍光 太后 9
夏侯霸 徐質 6
夏侯霸 迷當 8
夏侯霸 司馬昭 6
夏侯霸 司馬師 6
夏侯霸 魏兵 8
溫恭克 太后 9
官入永 太后 9
宗叔 太后 9
李豐 張緝 7
李豐 夏侯玄 6
李豐 司馬師 9
封賜 太后 9
王之爵 太后 9
太尉 太后 9
彭城王 太后 18
彭城王 文武 6
彭城王 司馬師 10
弓弦 魏兵 6
弓弦 迷當 6
昌邑 太后 9
司馬師 徐質 7
司馬師 太后 45
司馬師 汝三人 10
司馬師 伊尹 20
司馬師 師遂 10
司馬師 迷當 6
司馬師 龍鳳 7
司馬師 師大怒 10
司馬師 公曹髦 10
司馬師 司馬昭 6
司馬師 夏侯霸 6
司馬師 夏侯玄 14
司馬師 李豐 9
司馬師 彭城王 10
司馬師 張緝 11
司馬師 魏兵 6
司馬師 周公 15
司馬師 文武 15
魏兵 徐質 15
魏兵 司馬師 6
魏兵 陳泰 6
魏兵 郭淮 13
魏兵 迷當 13
魏兵 弓弦 6
魏兵 司馬昭 12
魏兵 夏侯霸 8
司馬孚 太后 9
公曹髦 太后 18
公曹髦 文武 6
公曹髦 司馬師 10
