Id Label Weight
鄧艾 鄧艾 4
今吾兵 今吾兵 1
司馬望 司馬望 3
壽春於 壽春於 1
望本陣 望本陣 1
諸葛 諸葛 1
馬錦衣 馬錦衣 1
焦彝 焦彝 1
左有 左有 2
魏屯 魏屯 1
王侯 王侯 1
吳兵屯 吳兵屯 2
戰而克 戰而克 1
吳將於 吳將於 1
於軍 於軍 1
裴秀 裴秀 2
胡奮 胡奮 1
傅僉 傅僉 6
司馬氏 司馬氏 1
艾營 艾營 1
諸葛誕 諸葛誕 11
維遂令 維遂令 1
陳騫 陳騫 4
南兵 南兵 1
望引二 望引二 1
唐諮 唐諮 1
李鵬 李鵬 4
吳兵遠 吳兵遠 1
真於馬 真於馬 1
古之 古之 1
幸耳 幸耳 1
朱異 朱異 7
公之見 公之見 1
鐘會 鐘會 4
景耀 景耀 1
蔣班 蔣班 1
姜維 姜維 4
司馬 司馬 1
太后 太后 1
望長城 望長城 1
亦勒馬 亦勒馬 1
魏寨 魏寨 1
陳俊 陳俊 1
仰天 仰天 1
魏主 魏主 1
西蜀 西蜀 1
楚強 楚強 1
吳兵 吳兵 9
文虎 文虎 2
弓羽箭 弓羽箭 1
馬望 馬望 1
王基引 王基引 1
石苞 石苞 2
修家書 修家書 1
今若留 今若留 1
尋思 尋思 1
令汝 令汝 1
汝可引 汝可引 1
望大聲 望大聲 1
言撫慰 言撫慰 1
文鴦 文鴦 4
維甚愛 維甚愛 1
漢祖 漢祖 2
蔣舒 蔣舒 1
鄧將軍 鄧將軍 1
文欽 文欽 5
汝欲 汝欲 1
張良 張良 1
國將危 國將危 1
安得勝 安得勝 1
魏陣 魏陣 2
司馬昭 司馬昭 13
曾宣 曾宣 1
維一閃 維一閃 1
令分 令分 1
全端 全端 2
壽春 壽春 5
王真 王真 4
諸葛公 諸葛公 1
侯置守 侯置守 1
武之師 武之師 1
于艾寨 于艾寨 1
養銳 養銳 1
侍郎 侍郎 1
艾之子 艾之子 1
項氏 項氏 1
維自思 維自思 1
艾以 艾以 1
言孫 言孫 1
王基 王基 5
州泰 州泰 2
弓弦 弓弦 1
全懌 全懌 2
郭汜之 郭汜之 1
黃皓 黃皓 1
維大驚 維大驚 2
魏兵 魏兵 11
譙周 譙周 1
任吳兵 任吳兵 1
鄧忠 鄧忠 2
艾見 艾見 1
