Source Target Weight
曹軍必 孫權 6
薛綜 諸葛亮 10
薛綜 曹躁 6
諸葛亮 薛綜 10
諸葛亮 文武 30
諸葛亮 曹躁兵 7
諸葛亮 袁紹 28
諸葛亮 楊雄 16
諸葛亮 孔明只 16
諸葛亮 曹兵 21
諸葛亮 袁術 7
諸葛亮 樂毅 15
諸葛亮 孔明施 16
諸葛亮 士耳 16
諸葛亮 陸績 10
諸葛亮 張儀 10
諸葛亮 有良謀 16
諸葛亮 孔明答 21
諸葛亮 孔明笑 10
諸葛亮 黃蓋 48
諸葛亮 玄德之 16
諸葛亮 紫髯 16
諸葛亮 曹氏 10
諸葛亮 匡扶 8
諸葛亮 諸葛瑾 21
諸葛亮 諸侯 10
諸葛亮 施禮 21
諸葛亮 張昭 39
諸葛亮 諸君 16
諸葛亮 管仲 10
諸葛亮 聞魯 16
諸葛亮 容物耶 16
諸葛亮 魯肅 144
諸葛亮 金石 16
諸葛亮 仁大義 10
諸葛亮 齊之壯 16
諸葛亮 孫權 108
諸葛亮 同宗 10
諸葛亮 孔明曰 245
諸葛亮 蓋世 16
諸葛亮 程德 16
諸葛亮 英才 16
諸葛亮 駱統 16
諸葛亮 劉備 6
諸葛亮 孔明亦 16
諸葛亮 孔明入 32
諸葛亮 孔明坐 16
諸葛亮 孔明乃 16
諸葛亮 向者宇 16
諸葛亮 劉琮 12
諸葛亮 劉表 12
諸葛亮 太甚 16
諸葛亮 曹躁平 16
諸葛亮 孔明之 18
諸葛亮 敬客 16
諸葛亮 謝曰 32
諸葛亮 張溫 16
諸葛亮 顧謂肅 16
諸葛亮 望兄 16
諸葛亮 顧雍 7
諸葛亮 吳侯 16
諸葛亮 曹之策 16
諸葛亮 聞言 16
諸葛亮 曹躁 63
諸葛亮 若夫 16
諸葛亮 步騭 10
孫將軍 魯肅 6
尚容徐 魯肅 6
權將曹 魯肅 6
文武 樂毅 6
文武 袁紹 6
文武 張昭 17
文武 魯肅 21
文武 孫權 18
文武 孔明曰 19
文武 諸葛亮 30
文武 曹躁 9
曹躁兵 魯肅 9
曹躁兵 張昭 8
曹躁兵 諸葛亮 7
袁紹 文武 6
袁紹 張昭 17
袁紹 魯肅 16
袁紹 孫權 25
袁紹 孔明曰 20
袁紹 諸葛亮 28
袁紹 吳國太 6
袁紹 曹躁 13
楊雄 魯肅 7
楊雄 孔明曰 14
楊雄 諸葛亮 16
孔明只 魯肅 7
孔明只 孔明曰 14
孔明只 諸葛亮 16
荊襄 魯肅 6
茅塞 孫權 6
曹兵 魯肅 10
曹兵 孫權 7
曹兵 孔明曰 15
曹兵 諸葛亮 21
袁術 曹躁 6
袁術 孫權 6
袁術 諸葛亮 7
樂毅 魯肅 9
樂毅 仁大義 6
樂毅 孫權 6
樂毅 文武 6
樂毅 劉琮 6
樂毅 曹躁 6
樂毅 張昭 15
樂毅 諸葛亮 15
樂毅 劉表 6
樂毅 管仲 6
樂毅 同宗 6
關羽 孫權 6
孔明施 魯肅 7
孔明施 孔明曰 14
孔明施 諸葛亮 16
士耳 魯肅 7
士耳 孔明曰 14
士耳 諸葛亮 16
安之策 魯肅 6
陸績 諸葛亮 10
陸績 曹躁 6
張儀 諸葛亮 10
張儀 曹躁 6
有良謀 魯肅 7
有良謀 孔明曰 14
有良謀 諸葛亮 16
曹躁爭 孫權 6
孔明答 魯肅 7
孔明答 孔明曰 15
孔明答 諸葛亮 21
孔明笑 諸葛亮 10
黃蓋 魯肅 21
黃蓋 孫權 15
黃蓋 孔明入 6
黃蓋 孔明曰 42
黃蓋 諸葛亮 48
黃蓋 謝曰 6
黃蓋 曹躁 6
玄德之 魯肅 7
玄德之 孔明曰 14
玄德之 諸葛亮 16
紫髯 魯肅 7
紫髯 孔明曰 14
紫髯 諸葛亮 16
曹氏 諸葛亮 10
周郎立 孫權 6
匡扶 諸葛亮 8
諸葛瑾 魯肅 10
諸葛瑾 孫權 7
諸葛瑾 孔明曰 15
諸葛瑾 諸葛亮 21
諸侯 諸葛亮 10
施禮 魯肅 10
施禮 孫權 7
施禮 孔明曰 15
施禮 諸葛亮 21
張昭 魯肅 41
張昭 仁大義 10
張昭 孫權 43
張昭 同宗 10
張昭 曹躁兵 8
張昭 孔明曰 15
張昭 袁紹 17
張昭 劉備 10
張昭 顧雍 9
張昭 劉琮 13
張昭 劉表 14
張昭 樂毅 15
張昭 吳國太 8
張昭 劉琦 7
張昭 諸葛亮 39
張昭 管仲 10
張昭 曹躁 22
張昭 文武 17
文武官 孫權 6
諸君 魯肅 7
諸君 孔明曰 14
諸君 諸葛亮 16
南征 孫權 6
管仲 魯肅 6
管仲 樂毅 6
管仲 張昭 10
管仲 諸葛亮 10
聞魯 魯肅 7
聞魯 孔明曰 14
聞魯 諸葛亮 16
容物耶 魯肅 7
容物耶 孔明曰 14
容物耶 諸葛亮 16
魯肅 玄德之 7
魯肅 孫將軍 6
魯肅 紫髯 7
魯肅 權將曹 6
魯肅 文武 21
