Source Target Weight
望長阪 趙雲 6
張飛 文聘 7
張飛 趙雲 17
張飛 許褚 20
張飛 玄德曰 15
張飛 張遼 25
張飛 張翼 10
張飛 曹躁 10
張飛 李典 10
張飛 劉備 10
諸葛亮 吳臣 12
諸葛亮 玄德大 6
諸葛亮 孫權 6
諸葛亮 孫將軍 12
諸葛亮 魯肅 26
諸葛亮 諸葛 8
諸葛亮 孔明曰 29
諸葛亮 劉備 31
諸葛亮 關羽 14
諸葛亮 曹躁 6
諸葛亮 玄德曰 26
諸葛亮 劉琦 21
孫將軍 吳臣 9
孫將軍 諸葛亮 12
孫將軍 劉備 6
孫將軍 孔明曰 15
魯肅 孫權 9
魯肅 諸葛 6
魯肅 孔明笑 7
魯肅 玄德曰 20
魯肅 劉琦 13
魯肅 諸葛亮 26
魯肅 劉備 11
魯肅 孔明曰 12
諸葛 魯肅 6
諸葛 孔明曰 6
諸葛 諸葛亮 8
那枝戟 趙雲 6
劉備 吳臣 6
劉備 但愚 7
劉備 玄德大 21
劉備 張飛 10
劉備 孫權 11
劉備 魯肅 11
劉備 孔明曰 27
劉備 張遼 8
劉備 曹之策 7
劉備 關羽 47
劉備 孫將軍 6
劉備 阿斗 11
劉備 趙雲 7
劉備 諸葛亮 31
劉備 許褚 6
劉備 孫乾 7
劉備 於漢津 7
劉備 玄德曰 30
劉備 劉琦 34
劉備 夏口屯 7
劉備 曹躁 20
張翼 張飛 10
關羽 但愚 6
關羽 玄德大 18
關羽 孔明曰 12
關羽 諸葛亮 14
關羽 劉備 47
關羽 曹之策 6
關羽 阿斗 6
關羽 孫乾 6
關羽 玄德曰 14
關羽 於漢津 6
關羽 劉琦 24
關羽 夏口屯 6
關羽 曹躁 16
李典 張飛 10
文聘 張飛 7
文聘 趙雲 7
阿斗 趙雲 6
阿斗 劉備 11
阿斗 關羽 6
趙雲 雲大呼 6
趙雲 望長阪 6
趙雲 文聘 7
趙雲 張飛 17
趙雲 阿斗 6
趙雲 那枝戟 6
趙雲 鐘縉 12
趙雲 寶劍 6
趙雲 馬尾相 6
趙雲 劉備 7
孔明笑 魯肅 7
許褚 張飛 20
許褚 玄德曰 9
許褚 張遼 13
許褚 劉備 6
孫乾 劉備 7
孫乾 關羽 6
寶劍 趙雲 6
玄德曰 玄德大 6
玄德曰 張飛 15
玄德曰 孫權 7
玄德曰 魯肅 20
玄德曰 孔明曰 14
玄德曰 張遼 12
玄德曰 關羽 14
玄德曰 曹躁 8
玄德曰 許褚 9
玄德曰 劉琦 17
玄德曰 諸葛亮 26
玄德曰 劉備 30
於漢津 劉備 7
於漢津 關羽 6
馬尾相 趙雲 6
雲大呼 趙雲 6
吳臣 諸葛亮 12
吳臣 孫將軍 9
吳臣 劉備 6
吳臣 孔明曰 15
但愚 劉備 7
但愚 關羽 6
玄德大 玄德曰 6
玄德大 孔明曰 6
玄德大 劉琦 12
玄德大 劉備 21
玄德大 諸葛亮 6
玄德大 曹躁 6
玄德大 關羽 18
孫權 魯肅 9
孫權 諸葛亮 6
孫權 玄德曰 7
孫權 劉備 11
孔明曰 吳臣 15
孔明曰 玄德大 6
孔明曰 孫將軍 15
孔明曰 魯肅 12
孔明曰 諸葛亮 29
孔明曰 諸葛 6
孔明曰 玄德曰 14
孔明曰 柴桑郡 6
孔明曰 劉琦 16
孔明曰 劉備 27
孔明曰 關羽 12
張遼 張飛 25
張遼 許褚 13
張遼 玄德曰 12
張遼 劉備 8
鐘縉 趙雲 12
劉琦 玄德大 12
劉琦 魯肅 13
劉琦 曹躁 8
劉琦 孔明曰 16
劉琦 玄德曰 17
劉琦 諸葛亮 21
劉琦 劉備 34
劉琦 關羽 24
夏口屯 劉備 7
夏口屯 關羽 6
曹之策 劉備 7
曹之策 關羽 6
曹躁 玄德大 6
曹躁 張飛 10
曹躁 諸葛亮 6
曹躁 關羽 16
曹躁 玄德曰 8
曹躁 劉琦 8
曹躁 劉備 20
柴桑郡 孔明曰 6
