Id Label Weight
玄牡二 玄牡二 1
周泰 周泰 2
戎輅 戎輅 1
張飛 張飛 8
玄德之 玄德之 1
紫髯 紫髯 1
高沛 高沛 1
封亦拔劍 封亦拔劍 1
吳侯 吳侯 1
文武 文武 3
曹躁兵 曹躁兵 1
玄德大 玄德大 1
韓當 韓當 2
荊襄 荊襄 1
侯比 侯比 1
孔明引 孔明引 1
曹兵 曹兵 3
曹躁聞 曹躁聞 1
班師 班師 1
曉夜 曉夜 1
許昌 許昌 1
董昭 董昭 2
汝掌 汝掌 1
魏公 魏公 2
佩青 佩青 1
列於堂 列於堂 1
齊奏凱 齊奏凱 1
國太怒 國太怒 1
荀惲 荀惲 1
曹操 曹操 1
弓十 弓十 1
那九錫 那九錫 1
宗廟 宗廟 1
曹躁興 曹躁興 1
衛軍 衛軍 1
阿斗 阿斗 14
延日久 延日久 1
武夫 武夫 1
趙雲 趙雲 19
玄德兵 玄德兵 1
諸臣宰 諸臣宰 1
潘璋 潘璋 1
孫亮 孫亮 1
玄德往 玄德往 1
漢君 漢君 1
左玄右 左玄右 3
呂望 呂望 1
佩劍 佩劍 1
許褚 許褚 4
匡扶 匡扶 1
玄德曰 玄德曰 1
若思 若思 1
張魯 張魯 1
敬侯 敬侯 1
歸家 歸家 1
張昭 張昭 4
今吾妹 今吾妹 1
權自引 權自引 1
楊懷 楊懷 1
馬直 馬直 1
劉表 劉表 1
恩信 恩信 1
干戈 干戈 1
周公 周公 1
吳兵 吳兵 5
魏將軍 魏將軍 1
法正 法正 2
劉璋 劉璋 11
張任 張任 1
孔明自 孔明自 1
孫權 孫權 21
呂蒙 呂蒙 1
望葭萌 望葭萌 1
同宗 同宗 1
汝為臣 汝為臣 1
荀彧 荀彧 1
龐統 龐統 4
歸寨 歸寨 2
汝以正 汝以正 1
魏延 魏延 4
鄧賢 鄧賢 1
施恩惠 施恩惠 1
曹躁大軍 曹躁大軍 1
扶危 扶危 1
劉備 劉備 16
富貴 富貴 1
帝王 帝王 2
延遂拔劍 延遂拔劍 1
弓矢 弓矢 1
孫夫人 孫夫人 6
曹洪 曹洪 1
程昱 程昱 2
加九錫 加九錫 2
張紘 張紘 1
朱光 朱光 1
陳武 陳武 1
劉封 劉封 1
諸將士 諸將士 1
別作良 別作良 1
國太 國太 1
諸侯 諸侯 1
安民 安民 1
吳國太 吳國太 1
曹躁軍 曹躁軍 1
馬軍 馬軍 1
周善 周善 14
言秣陵 言秣陵 1
顧雍 顧雍 1
佩之劍 佩之劍 1
英勇 英勇 1
侍中 侍中 1
白水 白水 1
朱履 朱履 1
曹躁 曹躁 4
朱戶 朱戶 1
恩義 恩義 1
曹躁之 曹躁之 1
