Source Target Weight
特奉明 魏續 7
特奉明 呂布 7
特奉明 侯成 9
汝主 郝萌 9
汝主 許汜 7
汝主 王楷 6
張飛 高順 10
張飛 玄德寨 9
張飛 呂布 37
張飛 曹兵 12
張飛 郝萌 27
張飛 張遼 13
張飛 袁術 9
張飛 糜竺 8
張飛 關羽 6
張飛 陳宮 20
張飛 王楷 18
張飛 許汜 21
張飛 陳登 18
張飛 劉備 17
玄德留 陳宮 6
布妻 陳宮 6
白旗 魏續 21
白旗 宋憲 15
白旗 呂布 21
白旗 侯成 27
白旗 曹兵 9
龐舒 陳宮 6
曹兵齊 魏續 7
曹兵齊 呂布 7
曹兵齊 侯成 9
呂布 特奉明 7
呂布 張飛 37
呂布 白旗 21
呂布 曹兵齊 7
呂布 布許 10
呂布 曹兵 70
呂布 郝萌 23
呂布 容某先 10
呂布 曹躁聞 7
呂布 立馬橫 10
呂布 袁術 21
呂布 侯成引 10
呂布 張各 7
呂布 布獻曹 7
呂布 布從之 10
呂布 關羽 16
呂布 汝奪 10
呂布 陳宮 124
呂布 魏續 62
呂布 夏侯淵 11
呂布 曹躁寨 7
呂布 董卓之 8
呂布 宋憲 48
呂布 玄德寨 11
呂布 水淹 6
呂布 許褚 13
呂布 孫乾 11
呂布 曹公曾 10
呂布 宮遂引 10
呂布 布無仁 7
呂布 玄德曰 26
呂布 布少憩 7
呂布 孫觀 28
呂布 張楊 9
呂布 劉備 89
呂布 臧霸 8
呂布 曹兵望 17
呂布 高順 60
呂布 曹公 14
呂布 曹躁虛 10
呂布 布問 10
呂布 丁原 8
呂布 侯成 66
呂布 眭固 6
呂布 布大怒 27
呂布 張遼 67
呂布 貂蟬 12
呂布 溫侯 10
呂布 布回 10
呂布 小沛 17
呂布 糜竺 42
呂布 徐晃 17
呂布 曹公耳 7
呂布 布怒 10
呂布 托將軍 7
呂布 許汜 19
呂布 汝二人 7
呂布 顧宮 10
呂布 張兩軍 7
呂布 招軍 7
呂布 曹兵旗 10
呂布 布自引 7
呂布 曹仁 10
呂布 陳登 90
呂布 玄德引 14
呂布 嚴氏 12
呂布 王楷 17
呂布 賴之恩 7
布然 陳宮 6
張楊 水淹 6
張楊 眭固 6
張楊 呂布 9
布許 呂布 10
布許 陳宮 7
布許 陳登 9
張曰 郝萌 9
張曰 許汜 7
張曰 王楷 6
曹兵 張飛 12
曹兵 白旗 9
曹兵 呂布 70
曹兵 郝萌 9
曹兵 關羽 6
曹兵 陳宮 38
曹兵 魏續 25
曹兵 宋憲 19
曹兵 孫觀 9
曹兵 劉備 9
曹兵 布大怒 11
曹兵 曹兵望 7
曹兵 高順 13
曹兵 侯成 27
曹兵 張遼 10
曹兵 糜竺 10
曹兵 許汜 7
曹兵 陳登 36
曹兵 王楷 6
郝萌 汝主 9
郝萌 張飛 27
郝萌 許汜 64
郝萌 玄德回 9
郝萌 呂布 23
郝萌 高順 11
郝萌 關羽 9
郝萌 張曰 9
郝萌 曹兵 9
郝萌 玄德曰 9
郝萌 張遼 29
郝萌 玄德寨 28
郝萌 袁術 19
郝萌 郝將軍 9
郝萌 劉備 19
郝萌 王楷 55
郝萌 曹公軍 9
郝萌 張應諾 9
郝萌 壽春 9
容某先 呂布 10
容某先 陳宮 7
容某先 陳登 9
曹躁聞 魏續 7
曹躁聞 呂布 7
曹躁聞 侯成 9
立馬橫 呂布 10
立馬橫 陳宮 7
立馬橫 陳登 9
玄德寨 張飛 9
玄德寨 許汜 22
玄德寨 呂布 11
玄德寨 袁術 7
玄德寨 張遼 11
玄德寨 郝萌 28
玄德寨 劉備 7
玄德寨 王楷 19
袁術 高順 7
袁術 張飛 9
袁術 呂布 21
袁術 張遼 8
袁術 貂蟬 9
袁術 玄德寨 7
袁術 郝萌 19
袁術 劉備 17
袁術 糜竺 6
袁術 陳宮 18
袁術 許汜 15
袁術 嚴氏 9
袁術 王楷 13
侯成引 呂布 10
侯成引 陳宮 7
侯成引 陳登 9
張各 劉備 7
張各 呂布 7
布獻曹 魏續 7
布獻曹 呂布 7
布獻曹 侯成 9
布從之 呂布 10
布從之 陳宮 7
布從之 陳登 9
關羽 呂布 16
關羽 曹兵 6
關羽 郝萌 9
關羽 張飛 6
關羽 陳宮 13
關羽 許汜 7
關羽 陳登 9
關羽 王楷 6
關羽 劉備 6
汝奪 呂布 10
汝奪 陳登 9
汝奪 陳宮 7
陳宮 張飛 20
陳宮 玄德留 6
陳宮 布妻 6
陳宮 龐舒 6
陳宮 呂布 124
陳宮 布然 6
陳宮 布許 7
陳宮 曹兵 38
陳宮 容某先 7
陳宮 立馬橫 7
陳宮 袁術 18
陳宮 侯成引 7
陳宮 布從之 7
陳宮 關羽 13
陳宮 汝奪 7
陳宮 魏續 18
陳宮 居右 6
陳宮 宮引兵 6
陳宮 曹躁遠 6
陳宮 曹躁自 6
陳宮 董卓之 7
陳宮 宋憲 16
陳宮 布怒 7
陳宮 孫乾 6
陳宮 曹公曾 7
陳宮 宮遂引 7
陳宮 玄德曰 11
陳宮 孫觀 21
陳宮 玄德甚 6
陳宮 劉備 27
陳宮 臧霸 7
陳宮 曹兵望 8
陳宮 高順 25
陳宮 歸順 6
陳宮 曹躁虛 7
陳宮 張引軍 6
陳宮 布問 7
陳宮 侯成 13
陳宮 張遼 13
陳宮 貂蟬 18
陳宮 溫侯 7
陳宮 布回 7
陳宮 小沛 7
陳宮 糜竺 26
陳宮 幸賴 6
陳宮 張相見 6
陳宮 封侯之 6
陳宮 程昱 6
陳宮 顧宮 7
陳宮 布與術 6
陳宮 宮謂布 6
陳宮 曹兵旗 7
陳宮 簡雍 6
陳宮 曹仁 7
陳宮 陳登 63
陳宮 嚴氏聞 6
陳宮 布聞言 6
陳宮 嚴氏 18
陳宮 布大怒 15
陳宮 曹躁 6
陳宮 布於 6
魏續 特奉明 7
魏續 高順 10
魏續 曹公 7
魏續 白旗 21
魏續 布無仁 7
魏續 呂布 62
魏續 侯成 64
魏續 曹兵 25
魏續 曹躁聞 7
魏續 張遼 8
魏續 布獻曹 7
魏續 曹兵齊 7
魏續 陳宮 18
魏續 托將軍 7
魏續 夏侯淵 7
魏續 汝二人 7
魏續 宋憲 37
魏續 陳登 9
魏續 布少憩 7
魏續 曹躁寨 7
魏續 徐晃 7
魏續 劉備 7
魏續 布大怒 9
魏續 曹兵望 8
居右 陳宮 6
王楷 汝主 6
王楷 張飛 18
王楷 許汜 43
王楷 高順 8
王楷 呂布 17
王楷 關羽 6
王楷 張曰 6
王楷 曹兵 6
王楷 袁術 13
王楷 玄德曰 6
王楷 張遼 20
王楷 玄德回 6
王楷 玄德寨 19
王楷 郝萌 55
王楷 郝將軍 6
王楷 劉備 13
王楷 曹公軍 6
王楷 張應諾 6
王楷 壽春 6
宮引兵 陳宮 6
夏侯淵 魏續 7
夏侯淵 呂布 11
夏侯淵 侯成 9
曹躁遠 陳宮 6
曹躁自 陳宮 6
董卓之 呂布 8
董卓之 陳宮 7
董卓之 玄德曰 6
宋憲 高順 8
宋憲 白旗 15
宋憲 呂布 48
宋憲 侯成 46
宋憲 曹兵 19
宋憲 張遼 6
宋憲 陳宮 16
宋憲 魏續 37
宋憲 陳登 9
宋憲 布大怒 7
宋憲 曹兵望 6
水淹 張楊 6
水淹 呂布 6
許褚 呂布 13
孫乾 呂布 11
孫乾 劉備 27
孫乾 陳宮 6
孫乾 玄德曰 9
孫乾 劉安 16
曹公曾 呂布 10
曹公曾 陳宮 7
曹公曾 陳登 9
宮遂引 呂布 10
宮遂引 陳宮 7
宮遂引 陳登 9
布無仁 魏續 7
布無仁 呂布 7
布無仁 侯成 9
玄德曰 丁原 10
玄德曰 呂布 26
玄德曰 郝萌 9
玄德曰 張遼 28
玄德曰 劉備 19
玄德曰 陳宮 11
玄德曰 許汜 7
玄德曰 董卓之 6
玄德曰 孫乾 9
玄德曰 劉安 8
玄德曰 王楷 6
布少憩 魏續 7
布少憩 呂布 7
布少憩 侯成 9
孫觀 呂布 28
孫觀 曹兵 9
孫觀 糜竺 6
孫觀 陳宮 21
孫觀 陳登 18
郝將軍 郝萌 9
郝將軍 許汜 7
郝將軍 王楷 6
玄德甚 陳宮 6
劉備 嚴氏 12
劉備 張飛 17
