Source Target Weight
張飛 玄德曰 8
張飛 趙雲 9
張飛 劉備 7
張飛 陳孫 8
張飛 張武 8
玄德之 劉備 6
檀溪 劉備 7
顧望 劉備 7
陳孫 玄德曰 12
陳孫 張魯 8
陳孫 孫權 8
陳孫 張飛 8
陳孫 趙雲 16
陳孫 劉備 12
陳孫 張武 16
蒯越 玄德曰 8
蒯越 劉表 7
蒯越 劉備 17
檀溪路 劉備 7
龍駒 劉備 14
紅絮 劉備 7
玄德再 玄德曰 6
許昌 玄德曰 7
許昌 劉備 10
玄德忙 玄德曰 6
玄德乘 劉備 11
玄德遂 劉備 8
玄德乃 玄德曰 9
玄德乃 蔡瑁 8
玄德乃 劉表 6
玄德乃 劉備 22
盧馬 劉備 12
盧馬 蔡瑁 6
干戈 玄德曰 6
王威 趙雲 6
王威 劉備 10
曹躁正 玄德曰 6
天下英雄 劉備 10
牛宰馬 劉備 6
北征 劉表 10
北征 玄德曰 12
北征 劉備 10
聞千騎 劉備 7
阿斗 玄德曰 6
玄德前 趙雲 6
玄德前 劉備 9
趙雲 張飛 9
趙雲 孫權 8
趙雲 陳孫 16
趙雲 劉備 48
趙雲 關羽 6
趙雲 王威 6
趙雲 文聘 6
趙雲 玄德前 6
趙雲 玄德曰 24
趙雲 張魯 8
趙雲 劉琦 8
趙雲 蔡瑁 16
趙雲 張武 16
馬極駿 劉備 8
立少子 玄德曰 6
玄德往 玄德曰 6
高鳴 玄德曰 6
關羽 玄德曰 7
關羽 趙雲 6
徐徐 玄德曰 6
蔡夫人 玄德曰 8
蔡夫人 蔡瑁 9
蔡夫人 劉表 13
蔡夫人 劉備 39
玄德曰 聞曹 6
玄德曰 張飛 8
玄德曰 孫權 6
玄德曰 白鶴一 6
玄德曰 陳孫 12
玄德曰 蒯越 8
玄德曰 明言 6
玄德曰 望西飛 6
玄德曰 玄德自 17
玄德曰 伊籍 10
玄德曰 玄德再 6
玄德曰 許昌 7
玄德曰 玄德忙 6
玄德曰 劉禪 6
玄德曰 若憂 6
玄德曰 玄德乃 9
玄德曰 關羽 7
玄德曰 干戈 6
玄德曰 曹躁正 6
玄德曰 北征 12
玄德曰 阿斗 6
玄德曰 但凡 6
玄德曰 趙雲 24
玄德曰 立少子 6
玄德曰 玄德往 6
玄德曰 高鳴 6
玄德曰 張武 12
玄德曰 蔡氏權 6
玄德曰 子琦 6
玄德曰 徐徐 6
玄德曰 蔡夫人 8
玄德曰 蔡氏 6
玄德曰 陳氏 6
玄德曰 張魯 6
玄德曰 北斗 6
玄德曰 蔡瑁 14
玄德曰 劉表 29
玄德曰 生少子 6
玄德曰 玄德甚 6
玄德曰 劉備 78
汝心 劉備 8
北斗 玄德曰 6
陳氏 玄德曰 6
若憂 玄德曰 6
劉表 伊籍 12
劉表 劉備 70
劉表 玄德乃 6
劉表 北征 10
劉表 玄德自 9
劉表 蔡夫人 13
劉表 蔡氏 8
劉表 玄德曰 29
劉表 蔡瑁 16
劉表 蒯越 7
劉表 張武 10
玄德甚 玄德曰 6
聞曹 玄德曰 6
玄德大 劉備 6
蒯良 劉備 8
孫權 趙雲 8
孫權 陳孫 8
孫權 玄德曰 6
孫權 劉備 6
孫權 張武 8
白鶴一 玄德曰 6
蘇學士 劉備 7
玄德令 劉備 6
明言 玄德曰 6
望西飛 玄德曰 6
於本縣 劉備 8
伊籍 於襄陽 8
伊籍 玄德曰 10
伊籍 蔡瑁 30
伊籍 劉表 12
伊籍 劉備 57
文聘 趙雲 6
文聘 劉備 10
張魯 玄德曰 6
張魯 趙雲 8
張魯 劉備 6
張魯 陳孫 8
張魯 張武 8
劉禪 玄德曰 6
劉備 張飛 7
劉備 玄德之 6
劉備 檀溪 7
劉備 顧望 7
劉備 陳孫 12
劉備 檀溪路 7
劉備 龍駒 14
劉備 謝別 18
劉備 紅絮 7
劉備 許昌 10
劉備 玄德乘 11
劉備 玄德遂 8
劉備 玄德乃 22
劉備 盧馬 12
劉備 王威 10
劉備 玄德令 6
劉備 牛宰馬 6
劉備 文聘 10
劉備 聞千騎 7
劉備 玄德前 9
劉備 趙雲 48
劉備 馬極駿 8
劉備 蔡夫人 39
劉備 玄德曰 78
劉備 張魯 6
劉備 劉表 70
劉備 汝心 8
劉備 玄德大 6
劉備 蒯良 8
劉備 孫權 6
劉備 蘇學士 7
劉備 天下英雄 10
劉備 於本縣 8
劉備 伊籍 57
劉備 北征 10
劉備 王孫 7
劉備 容徐圖 10
劉備 公若辭 10
劉備 雙龍飛 7
劉備 馬檀溪 7
劉備 弓取箭 7
劉備 於襄陽 20
劉備 玄德自 23
劉備 承惠良 8
劉備 那檀溪 7
劉備 蔡氏 16
劉備 池中物 10
劉備 劉琦 8
劉備 蔡瑁 111
劉備 於禮節 10
劉備 蒯越 17
劉備 張武 28
王孫 劉備 7
容徐圖 劉備 10
容徐圖 蔡瑁 6
公若辭 劉備 10
公若辭 蔡瑁 6
雙龍飛 劉備 7
但凡 玄德曰 6
馬檀溪 劉備 7
蔡氏權 玄德曰 6
於襄陽 伊籍 8
於襄陽 劉備 20
於襄陽 蔡瑁 12
生少子 玄德曰 6
玄德自 玄德曰 17
玄德自 劉表 9
玄德自 劉備 23
承惠良 劉備 8
子琦 玄德曰 6
那檀溪 劉備 7
蔡氏 玄德曰 6
蔡氏 劉備 16
蔡氏 劉表 8
池中物 劉備 10
池中物 蔡瑁 6
弓取箭 劉備 7
劉琦 趙雲 8
劉琦 劉備 8
蔡瑁 伊籍 30
蔡瑁 劉備 111
蔡瑁 玄德乃 8
蔡瑁 容徐圖 6
蔡瑁 公若辭 6
蔡瑁 趙雲 16
蔡瑁 於襄陽 12
蔡瑁 蔡夫人 9
蔡瑁 玄德曰 14
蔡瑁 池中物 6
蔡瑁 盧馬 6
蔡瑁 於禮節 6
蔡瑁 劉表 16
蔡瑁 謝別 7
於禮節 劉備 10
於禮節 蔡瑁 6
謝別 劉備 18
謝別 蔡瑁 7
張武 張飛 8
張武 孫權 8
張武 趙雲 16
張武 玄德曰 12
張武 張魯 8
張武 劉備 28
張武 劉表 10
張武 陳孫 16
