Source Target Weight
何晏 曹爽 13
何晏 司馬懿 14
句安 陳泰 10
句安 雍州兵 10
句安 李歆 30
句安 郭淮 10
畢軌 曹爽 8
畢軌 司馬懿 9
陳泰 句安 10
陳泰 尹大目 6
陳泰 魯芝 6
陳泰 郭淮引 6
陳泰 司馬懿 23
陳泰 司蕃 7
陳泰 曹爽 20
陳泰 李歆 18
陳泰 雍州兵 8
陳泰 郭淮 11
陳泰 司馬師 12
陳泰 夏侯霸 11
陳泰 魏兵 11
陳泰 維大怒 6
陳泰 蔣濟 6
陳泰 桓範 8
許允 尹大目 6
許允 魯芝 6
許允 司馬懿 17
許允 司蕃 7
許允 曹爽 17
許允 蔣濟 6
許允 桓範 8
郭淮 曹爽 6
郭淮 李歆 18
郭淮 句安 10
郭淮 管輅 6
郭淮 陳泰 11
郭淮 夏侯霸 9
郭淮 司馬懿 6
丁謐 曹爽 8
丁謐 司馬懿 9
辛敞 尹大目 6
辛敞 魯芝 8
辛敞 司馬懿 17
辛敞 曹爽 19
辛敞 司蕃 6
辛敞 太尉 6
辛敞 蔣濟 8
辛敞 桓範 6
郭太后 曹爽 6
郭太后 司馬懿 8
朽邁 曹爽 6
朽邁 司馬懿 6
曹羲 曹爽 6
曹羲 司馬懿 8
鳳兮 司馬懿 6
馬公之 曹爽 6
馬公之 司馬懿 6
司馬懿 何晏 14
司馬懿 汝兄弟 6
司馬懿 陳泰 23
司馬懿 許允 17
司馬懿 郭淮 6
司馬懿 丁謐 9
司馬懿 辛敞 17
司馬懿 郭太后 8
司馬懿 朽邁 6
司馬懿 曹羲 8
司馬懿 鳳兮 6
司馬懿 馬公之 6
司馬懿 司農桓 6
司馬懿 別營兵 6
司馬懿 曹爽 86
司馬懿 夏侯玄 6
司馬懿 呼之 6
司馬懿 辛憲英 7
司馬懿 何尚 6
司馬懿 孔明尚 6
司馬懿 曹將軍 12
司馬懿 伏於聖 6
司馬懿 劍而 6
司馬懿 司馬 12
司馬懿 太后 14
司馬懿 于洛水 12
司馬懿 莫大焉 6
司馬懿 汝見爽 6
司馬懿 正飛鷹 6
司馬懿 畢軌 9
司馬懿 魯司馬 6
司馬懿 汝有何 6
司馬懿 曹子丹 6
司馬懿 艾艾 6
司馬懿 司馬公 6
