Id Label Weight
玉龍 玉龍 1
張飛 張飛 3
玄德之 玄德之 1
檀溪 檀溪 1
玄德方 玄德方 1
顧望 顧望 1
陳孫 陳孫 4
文武 文武 1
蒯越 蒯越 3
檀溪路 檀溪路 1
曹丕 曹丕 1
龍駒 龍駒 2
紅絮 紅絮 1
玄德再 玄德再 1
許昌 許昌 2
玄德忙 玄德忙 1
袁紹 袁紹 1
玄德乘 玄德乘 2
金光 金光 1
玄德遂 玄德遂 1
玄德乃 玄德乃 3
吉祥 吉祥 1
盧馬 盧馬 2
干戈 干戈 1
王威 王威 2
武將 武將 1
曹躁正 曹躁正 1
天下英雄 天下英雄 2
牛宰馬 牛宰馬 1
北征 北征 3
聞千騎 聞千騎 1
阿斗 阿斗 1
居吾弟 居吾弟 1
玄德前 玄德前 2
趙雲 趙雲 12
馬極駿 馬極駿 1
立少子 立少子 1
玄德往 玄德往 1
高鳴 高鳴 1
關羽 關羽 3
少頃 少頃 1
荀攸 荀攸 1
孫乾 孫乾 1
劉荊州 劉荊州 2
徐徐 徐徐 1
蔡夫人 蔡夫人 7
玄德曰 玄德曰 17
汝心 汝心 1
北斗 北斗 1
金鳳 金鳳 1
陳氏 陳氏 1
若憂 若憂 1
劉表 劉表 13
於屏 於屏 1
玄德甚 玄德甚 1
曹植 曹植 2
南征 南征 1
聞曹 聞曹 1
玄德大 玄德大 1
曹公 曹公 1
蒯良 蒯良 1
孫權 孫權 3
聞賢弟 聞賢弟 1
蔡和 蔡和 1
白鶴一 白鶴一 1
蘇學士 蘇學士 1
玄德令 玄德令 1
明言 明言 1
蔡氏乃 蔡氏乃 1
望西飛 望西飛 1
於本縣 於本縣 1
蔡勳 蔡勳 1
伊籍 伊籍 7
文聘 文聘 2
張魯 張魯 2
劉禪 劉禪 1
劉備 劉備 52
王孫 王孫 1
容徐圖 容徐圖 1
招安 招安 1
公若辭 公若辭 1
母夢玉 母夢玉 1
青梅 青梅 1
雙龍飛 雙龍飛 1
但凡 但凡 1
馬檀溪 馬檀溪 1
蔡氏權 蔡氏權 1
曹躁 曹躁 2
蔡中 蔡中 1
曹躁之 曹躁之 1
於襄陽 於襄陽 2
生少子 生少子 1
玄德自 玄德自 5
郭嘉 郭嘉 1
承惠良 承惠良 1
劉琮 劉琮 1
子琦 子琦 1
那檀溪 那檀溪 1
蔡氏 蔡氏 3
池中物 池中物 1
弓取箭 弓取箭 1
劉琦 劉琦 2
蔡瑁 蔡瑁 15
於禮節 於禮節 1
張燕 張燕 1
謝別 謝別 2
張武 張武 6
托醉 托醉 1
