Id Label Weight
孔明知 孔明知 1
魏令吳 魏令吳 1
班師 班師 1
木石塞 木石塞 1
何處兵 何處兵 1
諸葛 諸葛 1
郭淮 郭淮 4
孔明乃 孔明乃 1
陳倉 陳倉 1
孔明引 孔明引 1
聞東 聞東 1
張雋 張雋 1
吳懿 吳懿 2
魏連 魏連 1
伏弩 伏弩 1
方勒馬 方勒馬 1
吳興兵 吳興兵 1
孔明教 孔明教 1
張郃 張郃 1
張翼 張翼 1
郭淮亦 郭淮亦 2
司馬懿 司馬懿 21
塞滿 塞滿 1
張嶷 張嶷 3
延大敗 延大敗 1
過劍閣 過劍閣 1
孫禮 孫禮 3
汝二人 汝二人 1
若東 若東 1
李豐 李豐 1
王平 王平 3
公自欲 公自欲 1
諸葛亮 諸葛亮 41
山后 山后 1
徐徐 徐徐 2
孔明兵 孔明兵 1
魏延大 魏延大 1
郭淮入 郭淮入 1
姜維 姜維 5
孔明拜 孔明拜 1
關興 關興 4
仰天 仰天 2
列陣 列陣 1
馬言 馬言 1
茅塞 茅塞 1
魏軍 魏軍 4
祁山之 祁山之 1
立功 立功 1
孔明自 孔明自 2
魏之策 魏之策 1
萬之兵 萬之兵 1
魏太和 魏太和 1
孔明入 孔明入 3
吳班 吳班 2
孔明曰 孔明曰 9
馬岱 馬岱 5
蔣琬 蔣琬 2
孔明遂 孔明遂 1
幸吳 幸吳 1
方開 方開 1
魏平 魏平 2
齊飛 齊飛 1
苟安 苟安 1
魏延 魏延 9
安營 安營 1
曹真 曹真 1
魏兵 魏兵 16
孔明善 孔明善 1
探之 探之 1
魏兵皆 魏兵皆 1
言臣 言臣 1
魏延各 魏延各 1
麥田 麥田 1
馬忠 馬忠 4
寇川 寇川 1
望丞相 望丞相 1
漢中兵 漢中兵 1
武侯 武侯 1
魏主聞 魏主聞 1
祁山兵 祁山兵 1
若魏兵 若魏兵 1
托孤 托孤 2
孔明之 孔明之 1
公既堅 公既堅 1
魏營 魏營 1
伏兵 伏兵 4
諸郡 諸郡 3
懷忠義 懷忠義 1
楊儀 楊儀 4
魏主曹 魏主曹 1
望魏營 望魏營 1
施恩 施恩 1
李嚴 李嚴 10
譙周 譙周 2
孔明立 孔明立 1
諸葛妝 諸葛妝 1
於木門 於木門 1
