Source Target Weight
鄧艾 鄧忠 8
今吾兵 朱異 6
司馬望 李鵬 8
司馬望 傅僉 6
司馬望 王真 8
左有 朱異 7
吳兵屯 魏兵 8
吳兵屯 吳兵 6
吳兵屯 朱異 12
吳兵屯 王基 6
傅僉 司馬望 6
傅僉 司馬昭 11
傅僉 王真 12
傅僉 李鵬 12
傅僉 魏兵 6
傅僉 吳兵 7
諸葛誕 文欽 9
諸葛誕 司馬昭 16
諸葛誕 魏兵 12
諸葛誕 壽春 6
諸葛誕 陳騫 7
諸葛誕 朱異 13
諸葛誕 鐘會 7
諸葛誕 王基 9
諸葛誕 吳兵 14
諸葛誕 文鴦 8
陳騫 朱異 13
陳騫 魏兵 8
陳騫 王基 8
陳騫 諸葛誕 7
陳騫 吳兵 8
李鵬 傅僉 12
李鵬 司馬望 8
李鵬 司馬昭 8
李鵬 魏兵 8
李鵬 王真 16
吳兵遠 朱異 6
朱異 吳兵遠 6
朱異 吳兵屯 12
朱異 今吾兵 6
朱異 吳兵 18
朱異 全懌 6
朱異 文欽 7
朱異 任吳兵 6
朱異 司馬昭 7
朱異 汝可引 6
朱異 魏兵 24
朱異 全端 6
朱異 左有 7
朱異 諸葛誕 13
朱異 壽春 7
朱異 陳騫 13
朱異 鐘會 6
朱異 王基 19
鐘會 司馬昭 7
鐘會 魏兵 6
鐘會 諸葛誕 7
鐘會 朱異 6
鐘會 吳兵 8
姜維 吳兵 7
吳兵 漢祖 6
吳兵 傅僉 7
吳兵 司馬昭 12
吳兵 王基 11
吳兵 諸葛誕 14
吳兵 陳騫 8
吳兵 吳兵屯 6
吳兵 朱異 18
吳兵 鐘會 8
吳兵 姜維 7
吳兵 魏兵 12
文虎 司馬昭 6
文虎 文鴦 8
文虎 文欽 6
汝可引 朱異 6
文鴦 文虎 8
文鴦 司馬昭 12
文鴦 魏兵 8
文鴦 諸葛誕 8
文鴦 文欽 12
漢祖 吳兵 6
文欽 文虎 6
文欽 諸葛誕 9
文欽 文鴦 12
文欽 朱異 7
文欽 司馬昭 11
文欽 魏兵 10
司馬昭 傅僉 11
司馬昭 李鵬 8
司馬昭 諸葛誕 16
司馬昭 朱異 7
司馬昭 鐘會 7
司馬昭 吳兵 12
司馬昭 文虎 6
司馬昭 文鴦 12
司馬昭 文欽 11
司馬昭 壽春 6
司馬昭 王真 8
司馬昭 魏兵 15
全端 朱異 6
全端 魏兵 6
壽春 司馬昭 6
壽春 魏兵 8
壽春 諸葛誕 6
壽春 朱異 7
王真 司馬望 8
王真 司馬昭 8
王真 魏兵 8
王真 傅僉 12
王真 李鵬 16
王基 朱異 19
王基 吳兵屯 6
王基 魏兵 12
王基 諸葛誕 9
王基 陳騫 8
王基 吳兵 11
全懌 朱異 6
全懌 魏兵 6
魏兵 文鴦 8
魏兵 文欽 10
魏兵 吳兵屯 8
魏兵 司馬昭 15
魏兵 傅僉 6
魏兵 壽春 8
魏兵 陳騫 8
魏兵 王真 8
魏兵 李鵬 8
魏兵 朱異 24
魏兵 鐘會 6
魏兵 王基 12
魏兵 全懌 6
魏兵 全端 6
魏兵 諸葛誕 12
魏兵 吳兵 12
任吳兵 朱異 6
鄧忠 鄧艾 8
