Id Label Weight
何緣 何緣 1
高明 高明 1
玄德之 玄德之 1
孔明之 孔明之 1
汝主乃 汝主乃 1
賀喜 賀喜 2
卻才某 卻才某 1
聞令 聞令 1
諸葛 諸葛 1
吳侯 吳侯 11
揚鞭 揚鞭 1
江風 江風 1
若圖 若圖 1
志勝 志勝 1
孔明竟 孔明竟 1
西蜀成 西蜀成 1
玄孫 玄孫 1
莫為 莫為 1
錢塘 錢塘 1
玄德乃 玄德乃 1
雨霽 雨霽 1
干戈 干戈 1
真可慶 真可慶 1
南徐 南徐 1
天下英雄 天下英雄 1
子衡 子衡 1
不先 不先 1
阿斗 阿斗 1
謝自回 謝自回 1
趙雲 趙雲 8
伏於 伏於 1
真將軍 真將軍 1
孔明笑 孔明笑 1
權暗思 權暗思 1
玄德入 玄德入 2
周郎 周郎 1
玄德既 玄德既 1
孫乾 孫乾 9
寶劍 寶劍 1
玄德曰 玄德曰 13
吳國太 吳國太 4
老夫 老夫 1
周瑜 周瑜 8
玄德告 玄德告 2
言語 言語 1
雲自引 雲自引 1
汝東 汝東 1
甘露寺 甘露寺 5
居於南 居於南 1
仰天 仰天 1
劉表 劉表 1
洪波 洪波 1
靖王 靖王 1
恨石 恨石 1
周郎安 周郎安 1
魯肅 魯肅 15
劉璋 劉璋 1
賈華 賈華 5
孫權 孫權 13
葛先生 葛先生 1
若國太 若國太 1
曹興漢 曹興漢 1
玄德拜 玄德拜 2
徐見 徐見 1
孔明曰 孔明曰 6
范近聞 范近聞 1
周瑜之 周瑜之 2
玄德教 玄德教 1
玄德自 玄德自 3
曹躁統 曹躁統 1
諸葛亮 諸葛亮 14
佩之劍 佩之劍 1
汝保 汝保 1
權遂喚 權遂喚 1
王霸之 王霸之 1
孔明先 孔明先 1
劉備 劉備 55
何公 何公 1
巨石 巨石 1
龍鳳 龍鳳 1
子敬乃 子敬乃 2
世豪傑 世豪傑 1
孫夫人 孫夫人 1
王霸 王霸 1
國太驚 國太驚 1
呂范 呂范 1
玄德答 玄德答 1
立馬於 立馬於 1
今公子 今公子 1
諸葛之 諸葛之 1
周公瑾 周公瑾 2
喬國老 喬國老 14
小舟 小舟 1
仁德 仁德 1
伏兵 伏兵 1
玄德公 玄德公 1
國太喚 國太喚 1
國太 國太 4
劉氏 劉氏 1
呂範 呂範 12
徐之民 徐之民 1
仁義 仁義 1
真吾婿 真吾婿 1
趙長 趙長 1
聞言 聞言 1
玄德恐 玄德恐 1
布於 布於 1
柴桑郡 柴桑郡 1
玄德先 玄德先 1
