Source Target Weight
曹家 許攸 8
今吾軍 許攸 12
今吾軍 袁紹 12
許昌 審配 20
許昌 韓猛 9
許昌 許攸 32
許昌 袁紹 26
許昌 官渡 18
許昌 烏巢 8
許昌 曹軍 6
許昌 袁軍 6
蔣奇 曹軍 8
蔣奇 許攸 36
蔣奇 淳於瓊 11
蔣奇 官渡 10
蔣奇 張遼 16
蔣奇 袁紹 46
蔣奇 郭圖 10
蔣奇 淳于瓊 8
蔣奇 滿天 8
蔣奇 沮授 9
蔣奇 烏巢 14
蔣奇 許褚 8
蔣奇 曹營 10
蔣奇 高覽 10
蔣奇 明公 6
蔣奇 袁軍 6
烏巢屯 許攸 12
烏巢屯 袁紹 12
曹軍 審配 24
曹軍 蔣奇 8
曹軍 韓猛 6
曹軍 許攸 12
曹軍 立馬陣 6
曹軍 曹營 8
曹軍 許諸 6
曹軍 若遷延 6
曹軍 張遼 16
曹軍 許昌 6
曹軍 袁紹 40
曹軍 官渡 26
曹軍 言正合 6
曹軍 李典 7
曹軍 淳于瓊 8
曹軍 曹洪 7
曹軍 高覽 14
曹軍 曹躁寨 12
曹軍 伏於 6
曹軍 曹躁令 6
曹軍 荀攸 7
曹軍 許褚 8
曹軍 徐晃 7
曹軍 曹陣 6
曹軍 伏於門 6
曹軍 張邰躍 6
曹軍 夏侯 7
曹軍 齊來 6
曹軍 袁軍 14
許攸 曹家 8
許攸 今吾軍 12
許攸 審配 32
許攸 蔣奇 36
許攸 烏巢屯 12
許攸 韓猛 16
許攸 趙二 12
許攸 曹軍飛 12
許攸 汝可回 8
許攸 於吾 8
許攸 淳於瓊 24
許攸 韓莒子 8
許攸 於瓊 8
許攸 張遼 24
許攸 許昌 32
許攸 馬勒口 12
許攸 袁紹 186
許攸 仰觀 12
許攸 賈詡 12
許攸 曹寨 12
許攸 望烏巢 12
許攸 烏巢護 12
許攸 曹仁 12
許攸 呂威璜 8
許攸 張邰 6
許攸 李典 12
許攸 淳于瓊 20
許攸 滿天 12
許攸 沮授 36
許攸 曹洪 12
許攸 烏巢 52
許攸 高覽 6
許攸 烏巢劫 12
許攸 曹軍 12
許攸 夏侯淵 12
許攸 烏巢乃 8
許攸 別喚 12
許攸 那淳 8
許攸 曹丞相 12
許攸 何謙恭 12
許攸 公乃漢 12
許攸 官渡 16
許攸 言孟德 12
許攸 許褚 12
許攸 汝乃 12
許攸 眭元進 20
許攸 荀攸 12
許攸 別寨 12
許攸 曹躁屯 8
許攸 明公 24
許攸 徐晃 12
許攸 仰天 8
許攸 公乃 12
許攸 夏侯 12
許攸 曹躁軍 8
許攸 袁軍 32
趙二 許攸 12
趙二 袁紹 12
立馬陣 曹軍 6
曹躁令 曹軍 6
許諸 曹軍 6
劉曄 袁軍 8
賈詡 許攸 12
賈詡 袁紹 12
官渡 審配 24
官渡 蔣奇 10
官渡 曹軍 26
官渡 曹營 8
官渡 許攸 16
官渡 張遼 14
官渡 許昌 18
官渡 袁紹 36
官渡 淳于瓊 8
官渡 烏巢 7
官渡 許褚 7
官渡 曹躁寨 8
官渡 韓猛 13
官渡 高覽 13
官渡 徐晃 12
官渡 袁軍 12
袁紹 許昌 26
袁紹 蔣奇 46
袁紹 烏巢屯 12
袁紹 曹軍 40
袁紹 許攸 186
袁紹 趙二 12
袁紹 別寨 12
袁紹 官渡 36
袁紹 仰觀 12
袁紹 曹寨 12
袁紹 曹仁 15
袁紹 張邰 12
袁紹 李典 16
袁紹 淳于瓊 23
袁紹 烏巢 52
袁紹 高覽 32
袁紹 夏侯淵 12
袁紹 別喚 12
袁紹 曹躁寨 9
袁紹 韓猛 19
袁紹 郭圖 10
袁紹 許褚 22
袁紹 汝乃 12
