Id Label Weight
汝言正 汝言正 1
張飛 張飛 1
文醜 文醜 1
洪脫 洪脫 1
武旺 武旺 1
孔昱 孔昱 2
樂進 樂進 2
諸侯 諸侯 6
董卓 董卓 11
文武 文武 1
卓兵 卓兵 1
宰太牢 宰太牢 1
今興兵 今興兵 1
荀爽 荀爽 2
金鑲 金鑲 1
齊鳴 齊鳴 1
張賀功 張賀功 1
諸侯立 諸侯立 1
成皋 成皋 1
敖倉 敖倉 1
袁紹 袁紹 13
仰觀 仰觀 1
袁術 袁術 3
孫堅 孫堅 14
韓當 韓當 1
李典 李典 2
徐榮 徐榮 8
白刃 白刃 1
果得玉 果得玉 1
令良工 令良工 1
卓大喜 卓大喜 1
夏侯淵 夏侯淵 3
李儒 李儒 4
列聖 列聖 1
楚文王 楚文王 1
蒯越 蒯越 5
卓大怒 卓大怒 2
公孫瓚 公孫瓚 1
山后 山后 1
高祖 高祖 2
喬瑁 喬瑁 2
張儉 張儉 2
今紹 今紹 1
檀敷 檀敷 2
布引鐵 布引鐵 1
汝匿 汝匿 1
曹躁來 曹躁來 1
朱紅 朱紅 1
郭汜 郭汜 1
黃蓋 黃蓋 3
黃金鑲 黃金鑲 1
劉表 劉表 7
玉璽 玉璽 7
夏侯 夏侯 5
顏良 顏良 1
何強 何強 1
伏軍 伏軍 1
楊彪 楊彪 2
陳翔 陳翔 2
蒯良 蒯良 1
于朝堂 于朝堂 1
布正 布正 1
汝之力 汝之力 1
汝有何 汝有何 1
呂布 呂布 7
若引兵 若引兵 1
周毖 周毖 1
劉岱 劉岱 1
皇太后 皇太后 1
童謠 童謠 1
何得 何得 1
佩之劍 佩之劍 1
程普 程普 3
諸兵 諸兵 1
王莽 王莽 2
劉備 劉備 4
諸公 諸公 2
郭汜引 郭汜引 1
溫侯 溫侯 1
望丞相 望丞相 1
岑眰 岑眰 1
蘇獻 蘇獻 1
曹洪 曹洪 2
汝若 汝若 1
卓怒 卓怒 1
范滂 范滂 2
黃琬 黃琬 2
金闕 金闕 1
王尋 王尋 1
別圖 別圖 1
於太廟 於太廟 1
高平 高平 1
何安 何安 1
祖龍 祖龍 1
太尉 太尉 1
曹躁一軍 曹躁一軍 1
伏兵 伏兵 2
曹仁 曹仁 3
張曰 張曰 1
范康 范康 2
諸侯皆 諸侯皆 1
安之 安之 1
齊起 齊起 1
紫微垣 紫微垣 1
解之 解之 1
趙岑 趙岑 1
若有兵 若有兵 1
伍瓊 伍瓊 1
于天 于天 1
金寶 金寶 1
蔡瑁 蔡瑁 4
曹躁 曹躁 3
若欲遷 若欲遷 1
李斯 李斯 1
