Source Target Weight
梅林 玄德曰 12
梅林 劉備 10
雷薄 朱靈 6
雷薄 路昭 6
雷薄 紀靈 6
雷薄 玄德曰 6
雷薄 袁術 14
雷薄 劉備 12
張飛 路昭 6
張飛 關羽 15
張飛 朱靈 9
張飛 張遼 6
張飛 紀靈 6
張飛 袁術 14
張飛 劉備 36
張飛 陳登 18
張飛 玄德曰 9
張飛 曹躁 10
玄德之 袁術 7
玄德之 劉備 6
青青 玄德曰 12
青青 劉備 10
曹軍 陳登 6
曹軍 劉備 8
馬騰 袁術 7
馬騰 劉備 30
馬騰 關羽 9
馬騰 董承 12
馬騰 吳碩 6
馬騰 玄德曰 15
玄德方 玄德曰 12
玄德方 劉備 10
玄德知 袁術 8
玄德知 劉備 6
曹躁迎 劉備 8
玄德大 陳登 6
玄德大 劉備 8
蒙丞相 袁術 7
蒙丞相 劉備 6
王子服 劉備 8
路昭 張飛 6
路昭 雷薄 6
路昭 朱靈 11
路昭 紀靈 9
路昭 袁術 22
路昭 劉備 25
路昭 袁紹 10
路昭 陳蘭 6
路昭 玉璽 7
路昭 許褚 6
路昭 玄德曰 11
路昭 曹躁 6
朱靈 路昭 11
朱靈 張飛 9
朱靈 雷薄 6
朱靈 袁紹 10
朱靈 玉璽 7
朱靈 紀靈 9
朱靈 袁術 23
朱靈 劉備 33
朱靈 陳蘭 6
朱靈 許褚 6
朱靈 陳登 6
朱靈 玄德曰 12
朱靈 曹躁 8
付承收 劉備 8
張曰 袁術 7
張曰 劉備 10
曹兵 袁術 7
曹兵 劉備 6
玄德分 袁術 7
玄德分 劉備 6
袁紹 公孫瓚 14
袁紹 路昭 10
袁紹 朱靈 10
袁紹 滿寵 7
袁紹 袁術 16
袁紹 劉備 68
袁紹 趙雲 7
袁紹 伏兵 7
袁紹 許褚 6
袁紹 玄德曰 27
袁紹 玉璽 9
袁紹 張燕 7
袁術 雷薄 14
袁術 馬入營 7
袁術 張飛 14
袁術 玄德分 7
袁術 玄德之 7
