Source Target Weight
張飛 孫乾 6
張飛 高順 6
張飛 張遼 9
張飛 關公 9
張飛 曹躁 6
張飛 劉備 24
張飛 糜竺 6
張飛 關羽 9
曹軍 高順 16
曹軍 典韋 6
曹軍 呂布 8
曹軍 曹性 8
曹軍 賈詡 8
曹軍 呂虔 6
曹軍 張繡 26
曹軍 劉表 24
曹軍 夏侯 8
曹軍 劉備 8
曹家兵 高順 8
吳侯 劉表 10
吳侯 張繡 7
平春人 劉表 10
平春人 張繡 7
孫乾 高順 12
孫乾 張飛 6
孫乾 關羽 6
孫乾 呂布 6
孫乾 張遼 7
孫乾 關公 6
孫乾 劉備 20
呂布 公孫瓚 12
呂布 高順 35
呂布 曹軍 8
呂布 曹性 16
呂布 張遼 8
呂布 袁紹 10
呂布 小沛 9
呂布 夏侯 16
呂布 糜竺 6
呂布 陳宮 9
呂布 呂虔 8
呂布 夏侯淵 8
呂布 孫乾 6
呂布 李典 8
呂布 簡雍 9
呂布 劉備 31
曹性 高順 32
曹性 呂虔 8
曹性 夏侯淵 8
曹性 曹軍 8
曹性 呂布 16
曹性 夏侯 16
曹性 劉備 16
曹性 簡雍 8
曹性 李典 8
公曰必克 劉表 10
公曰必克 張繡 7
曹兵 高順 8
曹兵 劉表 11
曹兵 張繡 8
郝萌 高順 8
玄德同 劉備 8
袁紹 公孫瓚 8
袁紹 高順 8
袁紹 呂布 10
袁紹 劉表 11
袁紹 張繡 8
袁紹 劉備 8
關公 孫乾 6
關公 高順 6
關公 張遼 9
關公 張飛 9
關公 劉備 24
關公 曹躁 6
關公 糜竺 6
關公 關羽 9
袁術 高順 8
張三寨 高順 8
關羽 孫乾 6
關羽 高順 6
關羽 張遼 9
關羽 關公 9
關羽 張飛 9
關羽 劉備 24
關羽 曹躁 6
關羽 糜竺 6
張繡 高順 8
張繡 曹軍 26
張繡 典韋 21
張繡 吳侯 7
張繡 孫策 12
張繡 公曰必克 7
張繡 曹兵 8
張繡 袁紹 8
張繡 曹昂 7
張繡 賈詡 25
張繡 曹躁正 7
張繡 曹安民 7
張繡 呂虔 7
張繡 曹躁 7
張繡 李通 14
張繡 鹿角 6
張繡 曹躁之 6
張繡 山后 14
張繡 容再圖 7
張繡 伏兵 6
張繡 封之 7
張繡 平春人 7
張繡 劉表 76
郎舅 劉備 8
陳宮 呂布 9
曹躁正 劉表 10
曹躁正 張繡 7
夏侯淵 高順 16
夏侯淵 呂布 8
夏侯淵 夏侯 8
夏侯淵 曹性 8
夏侯淵 劉備 8
李通 典韋 6
李通 劉表 20
李通 張繡 14
鹿角 張繡 6
山后 典韋 6
山后 劉表 20
山后 張繡 14
士卒 劉備 8
封之 劉表 10
封之 張繡 7
糜芳守 高順 10
糜芳守 劉備 12
李典 高順 16
李典 呂布 8
李典 夏侯 8
李典 曹性 8
李典 劉備 8
荀攸 高順 8
玄德曰 劉備 8
劉備 公孫瓚 8
劉備 高順 49
劉備 張飛 24
劉備 曹軍 8
劉備 呂布 31
劉備 曹性 16
劉備 關公 24
劉備 玄德自 8
劉備 張遼 29
劉備 玄德同 8
劉備 袁紹 8
劉備 小沛 12
劉備 夏侯 16
劉備 糜竺 20
劉備 關羽 24
劉備 郎舅 8
劉備 呂虔 8
劉備 孫乾 20
劉備 夏侯淵 8
劉備 有忠義 8
劉備 士卒 8
劉備 糜芳守 12
劉備 李典 8
劉備 玄德曰 8
劉備 曹躁 16
劉備 簡雍 16
劉表 高順 8
劉表 曹軍 24
劉表 山后 20
劉表 吳侯 10
劉表 孫策 11
劉表 公曰必克 10
劉表 曹兵 11
劉表 袁紹 11
劉表 曹昂 10
劉表 賈詡 22
劉表 曹躁正 10
劉表 曹安民 10
劉表 李通 20
劉表 典韋 30
劉表 容再圖 10
劉表 封之 10
劉表 張繡 76
劉表 平春人 10
劉表 曹躁 10
夏侯 高順 32
夏侯 呂虔 8
夏侯 夏侯淵 8
夏侯 曹軍 8
夏侯 呂布 16
夏侯 曹性 16
夏侯 簡雍 8
夏侯 李典 8
夏侯 劉備 16
張二公 高順 8
公孫瓚 劉備 8
公孫瓚 袁紹 8
公孫瓚 呂布 12
高順 張飛 6
高順 曹軍 16
高順 曹家兵 8
高順 呂布 35
高順 侯成 8
高順 曹性 32
高順 曹兵 8
高順 袁術 8
高順 張遼 15
高順 袁紹 8
高順 關公 6
高順 郝萌 8
高順 小沛 10
高順 糜竺 12
高順 李典 16
高順 簡雍 18
高順 孫乾 12
高順 呂虔 16
高順 夏侯淵 16
高順 郭嘉 8
高順 關羽 6
高順 張三寨 8
高順 糜芳守 10
高順 張繡 8
高順 荀攸 8
高順 劉表 8
高順 夏侯 32
高順 張二公 8
高順 劉備 49
孫策 劉表 11
孫策 張繡 12
侯成 高順 8
玄德自 劉備 8
賈詡 曹軍 8
賈詡 典韋 6
賈詡 劉表 22
賈詡 張繡 25
小沛 高順 10
小沛 呂布 9
小沛 劉備 12
糜竺 高順 12
糜竺 張飛 6
糜竺 關羽 6
糜竺 呂布 6
糜竺 張遼 7
糜竺 關公 6
糜竺 劉備 20
簡雍 高順 18
簡雍 曹性 8
簡雍 呂布 9
簡雍 夏侯 8
簡雍 劉備 16
曹安民 劉表 10
曹安民 張繡 7
呂虔 曹軍 6
呂虔 高順 16
呂虔 呂布 8
呂虔 曹性 8
呂虔 張繡 7
呂虔 劉備 8
呂虔 夏侯 8
曹躁之 張繡 6
典韋 劉表 30
典韋 曹軍 6
典韋 賈詡 6
