Id Label Weight
魏延分 魏延分 1
惜其勇 惜其勇 1
孔明笑 孔明笑 3
權覽 權覽 1
魏兵勝 魏兵勝 1
何妙法 何妙法 1
高翔引 高翔引 1
陸遜 陸遜 1
郭淮 郭淮 11
廖化 廖化 3
壽喬松 壽喬松 1
魏兵必 魏兵必 1
左有 左有 3
孔明引 孔明引 1
萬希聖 萬希聖 1
王綱 王綱 1
吳懿 吳懿 2
明白 明白 1
汝會 汝會 1
秦明 秦明 1
於昭烈 於昭烈 1
岑威 岑威 2
饒汝 饒汝 1
百餘 百餘 1
張翼 張翼 3
令先鋒 令先鋒 1
司馬懿 司馬懿 26
北原兵 北原兵 3
魏主曹 魏主曹 1
魏延之 魏延之 1
鄭文 鄭文 18
王平令 王平令 2
牛馬 牛馬 3
夏侯淵 夏侯淵 1
弓馬熟 弓馬熟 1
張承 張承 1
王平 王平 12
馬皆勒 馬皆勒 1
諸葛亮 諸葛亮 46
山后 山后 1
聞柏樹 聞柏樹 1
齊明 齊明 1
汝之功 汝之功 1
魏人見 魏人見 1
寶劍 寶劍 1
真聰明 真聰明 1
邊官飛 邊官飛 1
孔分墨 孔分墨 7
弓弩 弓弩 1
才智 才智 1
諸葛瑾 諸葛瑾 1
魏寨 魏寨 1
伏望 伏望 1
宜堅壁 宜堅壁 1
凡將士 凡將士 1
夏侯 夏侯 2
楊儀 楊儀 1
餘軍 餘軍 1
王平引 王平引 1
大可虞 大可虞 1
樊建 樊建 1
張虎 張虎 4
宛然 宛然 1
魏軍 魏軍 3
孔明自 孔明自 3
孫權 孫權 2
孫禮 孫禮 5
權笑 權笑 1
吳班 吳班 3
孫韶 孫韶 1
孔明曰 孔明曰 10
馬岱 馬岱 9
司馬師 司馬師 2
今大兵 今大兵 1
秦朗 秦朗 15
夏侯和 夏侯和 1
伏於山 伏於山 1
魏延 魏延 9
安營 安營 1
令汝來 令汝來 1
北征 北征 1
司馬昭 司馬昭 1
巧匠 巧匠 1
高翔 高翔 2
秦朗引 秦朗引 2
張嶷 張嶷 9
馬忠 馬忠 4
夏侯霸 夏侯霸 3
關興 關興 1
牛鞅 牛鞅 1
官居 官居 1
岑威引 岑威引 2
若蜀兵 若蜀兵 3
汝二人 汝二人 4
孔長 孔長 2
魏營軍 魏營軍 1
夏侯威 夏侯威 3
聞軍 聞軍 1
托孤 托孤 1
孔明之 孔明之 1
魏營 魏營 1
夏侯惠 夏侯惠 1
掌司天 掌司天 1
汝引 汝引 2
胡忠 胡忠 1
姜維 姜維 2
牛馬皆 牛馬皆 1
李恢 李恢 1
卿慎 卿慎 1
特托某 特托某 1
陰雲 陰雲 1
魏兵 魏兵 11
汝若先 汝若先 1
譙周 譙周 1
路逢神 路逢神 1
于祁山 于祁山 1
洪福 洪福 1
計莫善 計莫善 1
