Id Label Weight
曹家 曹家 1
結連東 結連東 1
世之虎 世之虎 1
望子敬 望子敬 1
張飛 張飛 3
玄德分 玄德分 1
文醜 文醜 1
孔明之 孔明之 1
聞幹 聞幹 1
曹軍 曹軍 5
許攸 許攸 1
玄德方 玄德方 1
孔明方 孔明方 1
吳侯 吳侯 2
顏良 顏良 1
曹躁兵 曹躁兵 1
托君臣 托君臣 1
樓船一 樓船一 1
韓當 韓當 2
曹寨中 曹寨中 1
英傑 英傑 2
孔明同 孔明同 2
望蔡 望蔡 1
子翼 子翼 6
於聚鐵山 於聚鐵山 1
玄德至 玄德至 2
曹之 曹之 1
袁紹 袁紹 1
立功 立功 2
徐之兵 徐之兵 1
師曠 師曠 1
玄德乃 玄德乃 1
關羽 關羽 15
圖仕祿 圖仕祿 1
蘇秦 蘇秦 1
曹操 曹操 1
熊虎之士 熊虎之士 1
武將 武將 1
戈執戟 戈執戟 1
烏巢 烏巢 1
張儀 張儀 1
通紅 通紅 1
趙雲 趙雲 3
孔明笑 孔明笑 2
幹思 幹思 1
曹氏 曹氏 2
徐軍 徐軍 1
北軍 北軍 1
周郎 周郎 5
蔣幹 蔣幹 9
玄德便 玄德便 1
玄德曰 玄德曰 6
諸葛瑾 諸葛瑾 1
周瑜 周瑜 37
諸葛亮 諸葛亮 22
曹軍飛 曹軍飛 1
安如泰山 安如泰山 1
簡雍 簡雍 1
玄德背 玄德背 2
魯肅 魯肅 9
玄德大 玄德大 1
孔明只 孔明只 1
徐之軍 徐之軍 1
孫權 孫權 1
小舟 小舟 5
尋思 尋思 1
蔣欽 蔣欽 2
蔡張 蔡張 1
大醉 大醉 1
伏枕 伏枕 1
孔明曰 孔明曰 5
相敬之 相敬之 1
左翼 左翼 1
陸戰耳 陸戰耳 1
程普 程普 1
太史慈 太史慈 2
陸戰耶 陸戰耶 1
劉備 劉備 20
糜竺至 糜竺至 1
糜竺 糜竺 3
蔡二 蔡二 1
竺應諾 竺應諾 1
沮授 沮授 1
甘寧 甘寧 2
解佩劍 解佩劍 1
汝二人 汝二人 1
曹躁 曹躁 7
言周瑜 言周瑜 1
于禁 于禁 1
周公瑾 周公瑾 2
孔明至 孔明至 1
陸賈 陸賈 1
付周 付周 1
戈戟 戈戟 1
齊軍 齊軍 1
葛巾布 葛巾布 1
何謂 何謂 1
周瑜寨 周瑜寨 1
劉琦 劉琦 1
玄德引 玄德引 1
張允 張允 5
蔡瑁 蔡瑁 8
無禮耶 無禮耶 1
居於外 居於外 1
玄德再 玄德再 1
