Source Target Weight
鄧艾 陳將軍 6
鄧艾 武侯 8
鄧艾 董亭 16
鄧艾 司馬昭 6
鄧艾 有一 6
鄧艾 艾令 6
鄧艾 夏侯霸 12
鄧艾 齊鳴 12
鄧艾 魏兵 36
鄧艾 鄧忠 10
鄧艾 陳泰 43
鄧艾 姜維 19
鄧艾 于段 6
鄧艾 艾憑 6
鄧艾 董亭望 6
司馬 司馬昭 6
于段 鄧艾 6
董亭望 鄧艾 6
王基 朱異 7
王基 諸葛誕 6
諸葛誕 武侯 10
諸葛誕 吳綱 9
諸葛誕 司馬昭 19
諸葛誕 朱異 7
諸葛誕 王基 6
諸葛誕 魏主曹 6
諸葛誕 太后 16
諸葛誕 賈充 9
諸葛誕 諸葛靚 9
艾憑 鄧艾 6
朱異 王基 7
朱異 諸葛誕 7
艾令 鄧艾 6
姜維 鄧艾 19
姜維 陳泰 9
姜維 魏兵 11
太后 吳綱 8
太后 司馬昭 8
太后 諸葛誕 16
太后 諸葛靚 8
諸葛靚 太后 8
諸葛靚 司馬昭 7
諸葛靚 諸葛誕 9
陳將軍 鄧艾 6
武侯 鄧艾 8
武侯 司馬昭 11
武侯 諸葛誕 10
武侯 賈充 7
董亭 鄧艾 16
董亭 陳泰 6
董亭 魏兵 13
司馬昭 鄧艾 6
司馬昭 司馬 6
司馬昭 武侯 11
司馬昭 吳綱 7
司馬昭 諸葛誕 19
司馬昭 太后 8
司馬昭 賈充 11
司馬昭 諸葛靚 7
魏兵 齊鳴 10
魏兵 鄧艾 36
魏兵 陳泰 14
魏兵 姜維 11
魏兵 董亭 13
魏兵 夏侯霸 9
魏兵 鄧忠 7
夏侯霸 鄧艾 12
夏侯霸 魏兵 9
齊鳴 鄧艾 12
齊鳴 魏兵 10
陳泰 鄧艾 43
陳泰 董亭 6
陳泰 姜維 9
陳泰 魏兵 14
吳綱 太后 8
吳綱 司馬昭 7
吳綱 諸葛誕 9
魏主曹 諸葛誕 6
賈充 武侯 7
賈充 司馬昭 11
賈充 諸葛誕 9
有一 鄧艾 6
鄧忠 鄧艾 10
鄧忠 魏兵 7
