Id Label Weight
尹禮 尹禮 1
張飛 張飛 3
曹軍 曹軍 6
曹家兵 曹家兵 1
吳侯 吳侯 1
平春人 平春人 1
孫乾 孫乾 3
呂布 呂布 13
曹性 曹性 4
公曰必克 公曰必克 1
公以猛 公以猛 1
太尉 太尉 1
夏侯惇 夏侯惇 1
曹兵 曹兵 2
郝萌 郝萌 1
郭嘉入 郭嘉入 1
玄德同 玄德同 1
布自總 布自總 1
袁紹 袁紹 4
關公 關公 3
袁術 袁術 1
布必乘 布必乘 1
郭奉孝 郭奉孝 1
張三寨 張三寨 1
關羽 關羽 3
張繡 張繡 14
郎舅 郎舅 1
陳宮 陳宮 3
西取汝 西取汝 1
魏續 魏續 1
曹躁正 曹躁正 1
北征 北征 1
夏侯淵 夏侯淵 2
李通 李通 2
鹿角 鹿角 2
宋憲 宋憲 1
山后 山后 2
士卒 士卒 1
封之 封之 1
糜芳守 糜芳守 2
李典 李典 2
高祖 高祖 1
荀攸 荀攸 1
玄德曰 玄德曰 1
孫觀 孫觀 1
劉備 劉備 15
嘉袖 嘉袖 1
劉表 劉表 12
夏侯 夏侯 4
張二公 張二公 1
項羽 項羽 1
臧霸 臧霸 1
公孫瓚 公孫瓚 4
高順 高順 11
蒯良 蒯良 1
昌稀 昌稀 1
孫策 孫策 2
宮疑 宮疑 1
宜善防 宜善防 1
侯成 侯成 1
玄德自 玄德自 1
嚴明 嚴明 1
黃祖 黃祖 1
布乃 布乃 1
曹躁密 曹躁密 1
賈詡 賈詡 6
小沛 小沛 3
糜竺 糜竺 3
簡雍 簡雍 3
玄德回 玄德回 1
武勝 武勝 1
德勝 德勝 1
曹安民 曹安民 1
呂虔 呂虔 3
曹丞相 曹丞相 1
曹躁之 曹躁之 2
典韋 典韋 3
有忠義 有忠義 1
郭嘉 郭嘉 1
容再圖 容再圖 1
伏兵 伏兵 2
仁勝 仁勝 1
諸郡 諸郡 1
齊起 齊起 1
吳敦 吳敦 1
汝無端 汝無端 1
何暮 何暮 1
曹昂 曹昂 1
曹躁 曹躁 3
張遼 張遼 5
