Id Label Weight
南將軍 南將軍 1
加寵德 加寵德 1
龐柔 龐柔 2
關某 關某 9
曹軍 曹軍 1
汝耶 汝耶 1
廖化 廖化 1
川之兵 川之兵 1
滿寵 滿寵 1
特以安 特以安 1
立馬揚 立馬揚 1
于禁 于禁 7
馬超 馬超 4
關公憐 關公憐 1
關公 關公 15
公綽 公綽 1
於禁 於禁 4
聞命 聞命 1
魏王 魏王 5
於禁必 於禁必 1
關羽 關羽 2
關公喜 關公喜 1
聞吾 聞吾 1
曹躁差 曹躁差 1
德喚 德喚 1
天下英雄 天下英雄 1
智勇 智勇 2
孤素知 孤素知 1
聞將軍 聞將軍 1
德恐 德恐 1
關公聞 關公聞 1
秋雨 秋雨 2
水淹 水淹 1
關平 關平 14
汝乃 汝乃 1
歸寨 歸寨 1
周倉 周倉 1
弓弩 弓弩 1
汝父 汝父 2
卿忠義 卿忠義 1
關興 關興 1
德乘醉 德乘醉 1
德大怒 德大怒 1
魏軍屯 魏軍屯 1
德睜眉 德睜眉 1
魏軍 魏軍 1
立功 立功 1
公正 公正 1
漢中王 漢中王 1
德舉 德舉 1
德橫 德橫 1
伯父 伯父 1
望君侯 望君侯 1
聞勇 聞勇 1
恨德入 恨德入 1
李氏 李氏 1
德大驚 德大驚 2
魏王旨 魏王旨 2
於堂 於堂 1
聞之 聞之 1
德引 德引 1
賈詡 賈詡 1
劉備 劉備 1
平大怒 平大怒 1
董超 董超 3
公遂 公遂 1
列櫬 列櫬 1
孤亦 孤亦 1
德令扶 德令扶 1
龐會 龐會 1
諸官 諸官 1
汝若 汝若 1
公大怒 公大怒 2
餘皆 餘皆 1
汝兄 汝兄 2
于德 于德 1
董衡 董衡 4
木櫬 木櫬 1
汝可 汝可 1
王厚恩 王厚恩 2
魏營 魏營 1
曹仁 曹仁 2
方欲備 方欲備 1
立於陣 立於陣 1
弓弦 弓弦 1
諸友 諸友 1
若棄城 若棄城 1
真吾 真吾 1
白馬 白馬 1
成何 成何 5
魏兵 魏兵 1
小山 小山 1
曹躁 曹躁 2
魏王命 魏王命 2
龐德 龐德 59
