Id Label Weight
周泰 周泰 1
言周瑜 言周瑜 1
張飛 張飛 3
馬皆 馬皆 1
文醜 文醜 1
曹軍 曹軍 2
黑雲 黑雲 1
樂進 樂進 1
陸遜 陸遜 2
顏良 顏良 1
曹躁兵 曹躁兵 1
普天下 普天下 1
蒙丞相 蒙丞相 1
程普 程普 1
韓當 韓當 5
太史慈 太史慈 1
列寨 列寨 1
曹仁自 曹仁自 1
許昌 許昌 2
袁紹 袁紹 1
關公 關公 1
關某 關某 4
曹寨 曹寨 1
托汝管 托汝管 1
張翼 張翼 1
馬盡 馬盡 1
關羽 關羽 22
李典 李典 2
丁奉 丁奉 1
周郎 周郎 2
文聘 文聘 1
時人皆 時人皆 1
甘興霸 甘興霸 1
趙雲 趙雲 4
潘璋 潘璋 1
劉理 劉理 4
諸葛亮 諸葛亮 8
仰義 仰義 1
馬頭勒 馬頭勒 1
士卒 士卒 1
徐盛 徐盛 1
許褚 許褚 3
魏吳 魏吳 1
庾公之 庾公之 1
寧大喝 寧大喝 1
周瑜 周瑜 5
千秋 千秋 1
徐晃二 徐晃二 1
仰天 仰天 1
夏侯 夏侯 1
文武 文武 1
曹操 曹操 1
曹公 曹公 1
徐晃 徐晃 3
孫權 孫權 1
呂蒙 呂蒙 3
馬延 馬延 3
諸軍 諸軍 2
孔明曰 孔明曰 4
望將軍 望將軍 1
惜哉 惜哉 1
郭奉孝 郭奉孝 1
馬亦 馬亦 1
張遼 張遼 9
張照雲 張照雲 1
烏林 烏林 1
魏武 魏武 1
斯追子 斯追子 1
劉備 劉備 2
黃蓋 黃蓋 5
山高月小 山高月小 1
徐晃引 徐晃引 1
曹洪 曹洪 1
曹躁既 曹躁既 1
程昱 程昱 1
甘寧 甘寧 2
蔡中 蔡中 2
董襲 董襲 1
陳武 陳武 1
汝可 汝可 1
伏兵 伏兵 1
曹仁 曹仁 4
齊明 齊明 1
望彝陵 望彝陵 1
束之 束之 1
蔣欽 蔣欽 1
路望北 路望北 1
曹躁 曹躁 6
於山 於山 1
