Source Target Weight
張遼 黃蓋 18
言周瑜 孔明曰 7
張飛 諸葛亮 9
張飛 劉琦 9
張飛 曹躁 12
張飛 趙雲 6
張飛 劉備 6
曹之 趙雲 6
文醜 孔明曰 6
文醜 關羽 13
孔明真 孔明曰 7
何藥治 孔明曰 7
吳侯 魯肅 7
吳侯 周瑜 9
徐盛船 丁奉 15
徐盛船 徐盛 15
徐盛船 滿帆 6
徐盛船 諸葛亮 12
徐盛船 周瑜 6
徐盛船 趙雲 18
程普 魯肅 7
程普 周瑜 8
孔明同 孔明曰 7
江東一 孔明曰 6
江東一 關羽 13
關某 孔明曰 6
關某 關羽 13
劉備 諸葛亮 12
劉備 劉琦 12
劉備 張飛 6
劉備 趙雲 10
劉備 曹躁 8
丁奉 魯肅 9
丁奉 徐盛船 15
丁奉 趙雲 30
丁奉 諸葛亮 23
丁奉 徐盛 32
丁奉 滿帆 10
丁奉 周瑜 12
徐盛 魯肅 8
徐盛 徐盛船 15
徐盛 丁奉 32
徐盛 趙雲 30
徐盛 諸葛亮 22
徐盛 滿帆 10
徐盛 周瑜 12
曹躁果 孔明曰 6
曹躁果 關羽 13
文聘 蔡和 9
文聘 程昱 6
文聘 黃蓋 15
孔明笑 諸葛亮 11
孔明笑 周瑜 18
孔明笑 孔明曰 33
孔明笑 黃蓋 6
孔明笑 關羽 26
玄德往 孔明曰 6
玄德往 關羽 13
弓弦 黃蓋 11
關羽 曹躁望 13
關羽 關平 13
關羽 孫乾 13
關羽 曹躁果 13
關羽 玄德往 13
關羽 周倉 13
關羽 關某 13
關羽 文醜 13
關羽 孔明笑 26
關羽 江東一 13
關羽 周瑜 39
關羽 玄德曰 26
關羽 黃蓋 39
關羽 孔明曰 78
關羽 顏良 13
關羽 諸葛亮 13
關羽 曹躁 13
關羽 簡雍 13
關羽 程昱 13
關羽 孔明遂 13
關平 孔明曰 6
關平 關羽 13
孫乾 孔明曰 6
孫乾 關羽 13
周倉 孔明曰 6
周倉 關羽 13
玄德曰 諸葛亮 7
玄德曰 曹躁 6
玄德曰 周瑜 6
玄德曰 孔明曰 14
玄德曰 關羽 26
玄德曰 黃蓋 6
周瑜 魯肅 28
周瑜 孫權 6
周瑜 吳侯 9
周瑜 徐盛船 6
周瑜 孔明曰 48
周瑜 程普 8
周瑜 黃蓋 22
周瑜 丁奉 12
周瑜 蔡中 6
周瑜 蔡和 9
周瑜 孔明笑 18
周瑜 關羽 39
周瑜 徐盛 12
周瑜 闞澤 7
周瑜 玄德曰 6
周瑜 趙雲 12
周瑜 諸葛亮 39
立於 趙雲 6
諸葛亮 魯肅 29
諸葛亮 張飛 9
諸葛亮 徐盛船 12
諸葛亮 孔明曰 36
諸葛亮 劉備 12
諸葛亮 黃蓋 7
諸葛亮 丁奉 23
諸葛亮 劉琦 13
諸葛亮 曹躁 13
諸葛亮 孔明笑 11
諸葛亮 關羽 13
諸葛亮 徐盛 22
諸葛亮 滿帆 8
諸葛亮 玄德曰 7
諸葛亮 趙雲 34
諸葛亮 周瑜 39
簡雍 孔明曰 6
簡雍 關羽 13
曹躁望 孔明曰 6
曹躁望 關羽 13
魯肅 孫權 6
魯肅 吳侯 7
魯肅 孔明曰 8
魯肅 程普 7
魯肅 黃蓋 7
魯肅 丁奉 9
魯肅 蔡中 6
魯肅 蔡和 6
魯肅 徐盛 8
魯肅 闞澤 6
魯肅 趙雲 6
魯肅 周瑜 28
魯肅 諸葛亮 29
何藥餌 孔明曰 7
曹公 孔明曰 7
孫權 魯肅 6
孫權 周瑜 6
曹躁之福 孔明曰 7
蔡和 魯肅 6
蔡和 文聘 9
蔡和 程昱 6
蔡和 周瑜 9
蔡和 黃蓋 18
孔明曰 曹躁望 6
孔明曰 魯肅 8
孔明曰 曹公 7
孔明曰 言周瑜 7
孔明曰 文醜 6
孔明曰 諸葛亮 36
孔明曰 曹躁之福 7
孔明曰 何藥治 7
孔明曰 顏良 6
孔明曰 孔明遂 6
孔明曰 須先理 7
孔明曰 孔明同 7
孔明曰 玄德往 6
孔明曰 關某 6
孔明曰 關羽 78
孔明曰 黃蓋 18
孔明曰 曹躁果 6
孔明曰 孔明必 7
孔明曰 程昱 6
孔明曰 孫乾 6
孔明曰 公瑾之 7
孔明曰 趙雲 10
孔明曰 江東一 6
孔明曰 孔明笑 33
孔明曰 關平 6
孔明曰 周倉 6
孔明曰 孔明真 7
孔明曰 玄德曰 14
孔明曰 何藥餌 7
孔明曰 周瑜 48
孔明曰 曹躁 10
孔明曰 簡雍 6
孔明遂 孔明曰 6
孔明遂 關羽 13
須先理 孔明曰 7
言孔明 趙雲 6
烏林 曹躁 6
索回 趙雲 6
顏良 孔明曰 6
顏良 關羽 13
黃蓋 魯肅 7
黃蓋 蔡和 18
黃蓋 孔明曰 18
黃蓋 張遼 18
黃蓋 關羽 39
黃蓋 文聘 15
黃蓋 程昱 13
黃蓋 孔明笑 6
黃蓋 弓弦 11
黃蓋 闞澤 8
黃蓋 玄德曰 6
黃蓋 周瑜 22
黃蓋 諸葛亮 7
黃蓋 曹躁 11
孔明必 孔明曰 7
程昱 文聘 6
程昱 孔明曰 6
程昱 蔡和 6
程昱 關羽 13
程昱 黃蓋 13
公瑾之 孔明曰 7
蔡中 魯肅 6
蔡中 周瑜 6
滿帆 丁奉 10
滿帆 徐盛 10
滿帆 諸葛亮 8
滿帆 趙雲 12
滿帆 徐盛船 6
闞澤 魯肅 6
闞澤 周瑜 7
闞澤 黃蓋 8
馬軍 趙雲 6
趙雲 丁奉 30
趙雲 魯肅 6
趙雲 張飛 6
趙雲 孔明曰 10
趙雲 徐盛船 18
趙雲 諸葛亮 34
趙雲 徐盛 30
趙雲 劉琦 10
趙雲 滿帆 12
趙雲 言孔明 6
趙雲 馬軍 6
趙雲 曹之 6
趙雲 周瑜 12
趙雲 立於 6
趙雲 索回 6
趙雲 孔明立 6
趙雲 曹躁 8
趙雲 劉備 10
劉琦 諸葛亮 13
劉琦 張飛 9
劉琦 趙雲 10
劉琦 劉備 12
劉琦 曹躁 12
孔明立 趙雲 6
曹躁 張飛 12
曹躁 孔明曰 10
曹躁 烏林 6
曹躁 趙雲 8
曹躁 劉備 8
曹躁 關羽 13
曹躁 黃蓋 11
曹躁 諸葛亮 13
曹躁 玄德曰 6
曹躁 劉琦 12
